Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
G3V2W9;A0A087X060;Q56P03	G3V2W9;A0A087X060;Q56P03	2;2;2	2;2;2	2;2;2	E2F-associated phosphoprotein	EAPP	3	2	2	2
A0A087X0H7;Q8NEL9;Q8NEL9-3;Q8NEL9-2;Q8NEL9-4	A0A087X0H7;Q8NEL9;Q8NEL9-3;Q8NEL9-2;Q8NEL9-4	2;2;1;1;1	2;2;1;1;1	2;2;1;1;1	Phospholipase DDHD1	DDHD1	5	2	2	2
A0A087X0I9;Q04759-3;Q04759-2;Q04759	A0A087X0I9;Q04759-3;Q04759-2;Q04759	2;2;2;2	2;2;2;2	2;2;2;2	Protein kinase C;Protein kinase C theta type	PRKCQ	4	2	2	2
Q9BWU0;A0A087X0M4;A0A087WWF4	Q9BWU0;A0A087X0M4	10;10;3	10;10;3	10;10;3	Kanadaptin	SLC4A1AP	3	10	10	10
K7EQ17;A0A087X0N3;O94818-4;Q96MY1;O94818-2;O94818-3;O94818	K7EQ17;A0A087X0N3;O94818-4;Q96MY1;O94818-2;O94818-3;O94818	1;1;1;1;1;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	Nucleolar protein 4;Nucleolar protein 4-like	NOL4;NOL4L	7	1	1	1
A0A087X0Q1;Q7Z739;A0A087X0C3;S4R373	A0A087X0Q1;Q7Z739	9;9;1;1	4;4;1;1	1;1;1;1	YTH domain-containing family protein 3	YTHDF3	4	9	4	1
Q2TAM5;A0A087X0W8;Q04206-2;Q04206-3;Q04206;E9PKH5;Q04206-4;E9PI38;E9PQS6;E9PKV4;A0A087WVP0;E9PMD5;H0YCB4;E9PJR1;E9PRX2;E9PNV4	Q2TAM5;A0A087X0W8;Q04206-2;Q04206-3;Q04206;E9PKH5;Q04206-4;E9PI38;E9PQS6;E9PKV4;A0A087WVP0	16;16;16;16;16;14;14;10;10;10;10;5;3;3;3;3	16;16;16;16;16;14;14;10;10;10;10;5;3;3;3;3	16;16;16;16;16;14;14;10;10;10;10;5;3;3;3;3	Transcription factor p65	RELA	16	16	16	16
Q9BRT8;Q9BRT8-3;A0A087X140;Q9BRT8-2;Q5RIA9;Q5RIB0;H0Y5V3;A0A0A6YYH9;A0A0B4J2F1;C9J3G2;F2Z2T4;A0A087WWG3;A0A0A0MRU4;Q5RIA9-3;Q8IUF1;Q4V339;Q5JTY5;Q5JTY5-2;A0A087WZQ3;F8WEG4;F8WEU0;A0A087WTC0;Q9BRT8-4;A0A0B4J2E3;E7EUZ7;A0A087X1C0;A0A087WYD2;A0A0B4J1T6;Q6NVZ8;Q5JTY2;Q5RIB5;A0A087WU66;A0A087WVU7	Q9BRT8;Q9BRT8-3;A0A087X140;Q9BRT8-2;Q5RIA9;Q5RIB0;H0Y5V3;A0A0A6YYH9;A0A0B4J2F1;C9J3G2;F2Z2T4;A0A087WWG3;A0A0A0MRU4;Q5RIA9-3;Q8IUF1;Q4V339;Q5JTY5;Q5JTY5-2;A0A087WZQ3;F8WEG4;F8WEU0;A0A087WTC0;Q9BRT8-4;A0A0B4J2E3;E7EUZ7;A0A087X1C0;A0A087WYD2;A0A0B4J1T6;Q6NVZ8;Q5JTY2	6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;2;1;1	6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;2;1;1	6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;2;1;1	COBW domain-containing protein 1;COBW domain-containing protein 5;COBW domain-containing protein 2;COBW domain-containing protein 6;COBW domain-containing protein 3	CBWD1;CBWD5;CBWD7;CBWD2;CBWD3;CBWD6	33	6	6	6
Q92599;Q92599-4;Q92599-2;F8W8I8;A6NMH6;A0A087X142;A6NFQ9;Q92599-3;C9JV02;C9J4G8;E7EX04;E7EW69;A0A0A0MRP8;B5ME97;Q9P0V9-3;Q9P0V9;Q9P0V9-2	Q92599;Q92599-4;Q92599-2;F8W8I8;A6NMH6;A0A087X142;A6NFQ9;Q92599-3	18;18;18;18;18;18;18;13;5;1;1;1;1;1;1;1;1	11;11;11;11;11;11;11;6;1;1;0;0;1;0;0;0;0	11;11;11;11;11;11;11;6;1;1;0;0;1;0;0;0;0	Septin-8	SEPT8	17	18	11	11
A0A087X163;Q9NP72;Q9NP72-2;Q5W0J0;H0Y6T8	A0A087X163;Q9NP72;Q9NP72-2;Q5W0J0	5;5;5;4;2	5;5;5;4;2	1;1;1;0;1	Ras-related protein Rab-18	RAB18	5	5	5	1
S4R418;A0A087X188;Q9UBW5;A0A0A0MT10;Q9UBW5-2;Q9UBW5-3;P49418-2;P49418;S4R3J0	S4R418;A0A087X188;Q9UBW5;A0A0A0MT10;Q9UBW5-2;Q9UBW5-3	14;14;14;13;13;13;2;2;1	14;14;14;13;13;13;2;2;1	12;12;12;11;11;11;0;0;1	Bridging integrator 2	BIN2	9	14	14	12
D3VVH9;P54252-4;P54252-1;P54252;F5H211;A0A2R8Y3X7;G3V3R7;A0A087X1A8;G3V328;G3V4U9;C9JQV6;P54252-3;A0A0A0MS38;A0A087WXY4;G3V2G1;G3V3T6;G3V2G2;E9PJN5;P54252-5;G3V526;A0A2R8Y888;S4R399;G3V4F4;G3V4F5;G3V5H3;D3VVP3;G3V3S5;G3V390;G3V4B1;D6R9I5;G3V3T0;G3V3A6	D3VVH9;P54252-4;P54252-1;P54252;F5H211;A0A2R8Y3X7;G3V3R7;A0A087X1A8;G3V328;G3V4U9;C9JQV6;P54252-3;A0A0A0MS38;A0A087WXY4;G3V2G1;G3V3T6;G3V2G2;E9PJN5;P54252-5;G3V526	11;11;11;11;11;11;11;11;10;10;10;10;10;9;9;8;8;8;8;7;5;5;3;3;3;2;2;2;2;2;2;2	11;11;11;11;11;11;11;11;10;10;10;10;10;9;9;8;8;8;8;7;5;5;3;3;3;2;2;2;2;2;2;2	11;11;11;11;11;11;11;11;10;10;10;10;10;9;9;8;8;8;8;7;5;5;3;3;3;2;2;2;2;2;2;2	Ataxin-3	ATXN3	32	11	11	11
A0A087X1E4;P53365;P53365-3;E9PPY7;E9PRV8;P53365-2	A0A087X1E4;P53365;P53365-3;E9PPY7;E9PRV8	5;5;4;3;3;2	5;5;4;3;3;2	5;5;4;3;3;2	Arfaptin-2	ARFIP2	6	5	5	5
A0A087X1G7;O60613;A0A3B3IT39;A0A0J9YX89;A0A087WXL0;A0A0B4J1T0;A8MZD0;O60613-2	A0A087X1G7;O60613;A0A3B3IT39;A0A0J9YX89	6;6;4;3;2;2;2;2	6;6;4;3;2;2;2;2	6;6;4;3;2;2;2;2	15 kDa selenoprotein	SEP15	8	6	6	6
A0A087X1H5;Q15057;A0A0U1RQT1;H7C3K3;H7C3Q8	A0A087X1H5;Q15057;A0A0U1RQT1	10;10;7;3;2	10;10;7;3;2	10;10;7;3;2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	ACAP2	5	10	10	10
A0A087X1X9;Q8IYB5-3;Q8IYB5-2;Q8IYB5	A0A087X1X9;Q8IYB5-3;Q8IYB5-2;Q8IYB5	2;2;2;2	1;1;1;1	1;1;1;1	Stromal membrane-associated protein 1	SMAP1	4	2	1	1
A0A087X1Z3;Q9UL46;H0YM70;H0YKU2;H0YLG1;H0YLD2	A0A087X1Z3;Q9UL46;H0YM70	17;17;15;3;1;1	17;17;15;3;1;1	17;17;15;3;1;1	Proteasome activator complex subunit 2	PSME2	6	17	17	17
A0A087X211;Q8TCG1;Q8TCG1-2;F8WF26;F8WAX6	A0A087X211;Q8TCG1;Q8TCG1-2	5;5;4;1;1	5;5;4;1;1	5;5;4;1;1	Protein CIP2A	KIAA1524	5	5	5	5
A0A087X256;Q2M389;Q2M389-2;F8W1W1;F8VYH7	A0A087X256;Q2M389;Q2M389-2	7;7;4;3;1	7;7;4;3;1	7;7;4;3;1	WASH complex subunit 7	KIAA1033	5	7	7	7
A0A087X2H1;Q9ULT8;H0YJP0;G3V4V5;H0YJD4;A0A087WVU6;H0YJV8	A0A087X2H1;Q9ULT8;H0YJP0	33;33;18;14;10;6;2	33;33;18;14;10;6;2	33;33;18;14;10;6;2	E3 ubiquitin-protein ligase HECTD1	HECTD1	7	33	33	33
Q6ZSR9;A0A096LP25;A0A096LNZ0	Q6ZSR9;A0A096LP25	7;7;3	7;7;3	7;7;3	Uncharacterized protein FLJ45252	AAK1	3	7	7	7
A0A096LPC5;J3KP36;A0A0A0MR88;Q9Y4E1-3;Q9Y4E1-6;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1;Q9Y4E1-5;Q5SRD0;B1AP61;A0A0A0MT65	A0A096LPC5;J3KP36;A0A0A0MR88;Q9Y4E1-3;Q9Y4E1-6;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1;Q9Y4E1-5	24;23;23;23;23;23;23;23;21;10;3;2	24;23;23;23;23;23;23;23;21;10;3;2	4;4;3;4;4;4;4;4;4;3;0;0	WASH complex subunit FAM21C	FAM21C	12	24	24	4
A2A2L5;A0A0A0MQR2;Q9BY42;A2A2L6	A2A2L5;A0A0A0MQR2;Q9BY42;A2A2L6	8;8;8;4	8;8;8;4	8;8;8;4	Protein RTF2 homolog	RTFDC1	4	8	8	8
A0A0A0MQR4;I3L2J0;Q96RK0	A0A0A0MQR4;I3L2J0;Q96RK0	4;4;4	4;4;4	4;4;4	Protein capicua homolog	CIC	3	4	4	4
A0A0A0MQS1;Q53H96;Q53H96-2;B5MD87;F8WEI0	A0A0A0MQS1;Q53H96;Q53H96-2	9;9;8;4;3	9;9;8;4;3	9;9;8;4;3	Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase 3	PYCRL	5	9	9	9
F5H0Q6;A0A0A0MQS2;Q8N2M8;Q8N2M8-3;Q8N2M8-4;K7EKC9;K7EP11;K7EM61	F5H0Q6;A0A0A0MQS2;Q8N2M8;Q8N2M8-3;Q8N2M8-4	5;5;5;4;4;1;1;1	5;5;5;4;4;1;1;1	5;5;5;4;4;1;1;1	CLK4-associating serine/arginine rich protein	CLASRP	8	5	5	5
A0A0A0MQW0;Q9P2K5-2;A0A0C4DGV1;H0YN19;Q9P2K5-3;H0YKS1;A0A087WWC8;Q9P2K5-4	A0A0A0MQW0;Q9P2K5-2;A0A0C4DGV1;H0YN19;Q9P2K5-3;H0YKS1	15;13;12;10;9;8;1;1	15;13;12;10;9;8;1;1	1;1;1;1;1;0;0;0	Myelin expression factor 2	MYEF2	8	15	15	1
Q9NR56;C9JP00;A0A0A0MQX8;Q9NR56-7;Q9NR56-5;Q9NR56-2;Q9NR56-6;H7C4T5;Q86VM6;Q9NR56-3;Q9NR56-4;C9JCX1;H7C4Y1;B1AKI6;Q9NUK0-2;Q9NUK0;Q9NUK0-3;Q9NUK0-4;C9J4T8	Q9NR56;C9JP00;A0A0A0MQX8;Q9NR56-7;Q9NR56-5;Q9NR56-2;Q9NR56-6;H7C4T5;Q86VM6;Q9NR56-3;Q9NR56-4	14;14;14;11;11;11;11;10;9;9;9;4;4;3;3;3;2;2;2	14;14;14;11;11;11;11;10;9;9;9;4;4;3;3;3;2;2;2	8;8;8;5;5;5;5;4;6;3;3;3;3;0;0;0;0;0;0	Muscleblind-like protein 1	MBNL1	19	14	14	8
H3BR38;H3BM50;H3BPU5;H3BR25;H3BPT1;H3BN58;H3BSZ4;A0A0A0MR05;Q9BVC4-4;Q9BVC4	H3BR38;H3BM50;H3BPU5;H3BR25;H3BPT1;H3BN58;H3BSZ4;A0A0A0MR05;Q9BVC4-4;Q9BVC4	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	Target of rapamycin complex subunit LST8	MLST8	10	1	1	1
A0A0A0MR39;A0A087WUT0;Q9P2K5	A0A0A0MR39;A0A087WUT0;Q9P2K5	15;14;13	1;1;1	1;1;1	Myelin expression factor 2	MYEF2	3	15	1	1
A0A0A0MR85;A0A1W2PNX1;E9PHN7;Q03013-3;Q03013-2;P28161;Q03013	A0A0A0MR85;A0A1W2PNX1;E9PHN7;Q03013-3;Q03013-2;P28161;Q03013	2;1;1;1;1;1;1	2;1;1;1;1;1;1	2;1;1;1;1;1;1	Glutathione S-transferase Mu 4;Glutathione S-transferase Mu 2	GSTM4;GSTM2	7	2	2	2
A0A0A0MR87;E9PSF2;Q15468;Q15468-2;H0Y702;Q5T0C7	A0A0A0MR87;E9PSF2;Q15468;Q15468-2;H0Y702;Q5T0C7	2;2;2;2;1;1	2;2;2;2;1;1	2;2;2;2;1;1	SCL-interrupting locus protein	STIL	6	2	2	2
A0A0A0MRB5;Q8WXG6-6;Q8WXG6-8;Q8WXG6-5;Q8WXG6-4;Q8WXG6-3;Q8WXG6-2;Q8WXG6-7;Q8WXG6;C9JM97;C9JLZ9;C9K0L0	A0A0A0MRB5;Q8WXG6-6;Q8WXG6-8;Q8WXG6-5;Q8WXG6-4;Q8WXG6-3;Q8WXG6-2;Q8WXG6-7;Q8WXG6	4;4;4;4;4;4;4;3;3;1;1;1	4;4;4;4;4;4;4;3;3;1;1;1	4;4;4;4;4;4;4;3;3;1;1;1	MAP kinase-activating death domain protein	MADD	12	4	4	4
H0YBF7;A0A0A0MRE5;Q9ULH1;Q9ULH1-2;E5RFD9;H0YBM4	H0YBF7;A0A0A0MRE5;Q9ULH1;Q9ULH1-2;E5RFD9;H0YBM4	2;2;2;2;1;1	2;2;2;2;1;1	2;2;2;2;1;1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	ASAP1	6	2	2	2
A0A0A0MRE6;O94967-2;O94967;O94967-3;O94967-4	A0A0A0MRE6;O94967-2;O94967;O94967-3;O94967-4	5;5;5;5;5	5;5;5;5;5	5;5;5;5;5	WD repeat-containing protein 47	WDR47	5	5	5	5
A0A0A0MRF6;Q99996-5;Q99996-3;Q99996;Q99996-1;Q99996-6;A0A0A0MRE9;A0A087WX84;Q99996-4;H7BYL6;H7BZV6;Q6PJH3;A0A2R8Y590	A0A0A0MRF6;Q99996-5;Q99996-3;Q99996;Q99996-1;Q99996-6;A0A0A0MRE9;A0A087WX84;Q99996-4	20;20;20;20;20;19;17;11;11;5;3;3;2	20;20;20;20;20;19;17;11;11;5;3;3;2	20;20;20;20;20;19;17;11;11;5;3;3;2	A-kinase anchor protein 9	AKAP9	13	20	20	20
P16885;A0A0A0MRF9;H3BPZ3	P16885;A0A0A0MRF9	7;7;1	6;6;1	6;6;1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2;Phosphoinositide phospholipase C	PLCG2	3	7	6	6
A0A0A0MRH8;A0A0A0MSH9;Q86WJ1-5;Q86WJ1-3;Q86WJ1-4;Q86WJ1-2;Q86WJ1	A0A0A0MRH8;A0A0A0MSH9;Q86WJ1-5;Q86WJ1-3;Q86WJ1-4;Q86WJ1-2;Q86WJ1	2;2;2;2;2;2;2	2;2;2;2;2;2;2	2;2;2;2;2;2;2	Chromodomain-helicase-DNA-binding protein 1-like	CHD1L	7	2	2	2
A0A0A0MRI1;Q8IXQ4;Q8IXQ4-2;Q8IXQ4-3;A0A087WW86;Q8IXQ4-4	A0A0A0MRI1;Q8IXQ4;Q8IXQ4-2;Q8IXQ4-3	20;20;17;15;3;3	20;20;17;15;3;3	20;20;17;15;3;3	GPALPP motifs-containing protein 1	GPALPP1	6	20	20	20
A0A0A0MRJ6;H7BY58;P22061;P22061-2;F6S8N6;A0A3F2YNX8;C9J0F2;F8WDT3;F8WAV5;F8WAX2	A0A0A0MRJ6;H7BY58;P22061;P22061-2;F6S8N6;A0A3F2YNX8	7;7;7;7;6;6;2;1;1;1	7;7;7;7;6;6;2;1;1;1	7;7;7;7;6;6;2;1;1;1	Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PCMT1	10	7	7	7
A0A0A0MRJ9;A0A0A0MRJ8;Q7Z6I6-2;Q7Z6I6-3;Q7Z6I6	A0A0A0MRJ9;A0A0A0MRJ8;Q7Z6I6-2;Q7Z6I6-3;Q7Z6I6	4;4;4;4;4	4;4;4;4;4	3;3;3;3;3	Rho GTPase-activating protein 30	ARHGAP30	5	4	4	3
A0A0A0MRK1;Q5T3I0;E9PAV9;Q5T3I0-3;E9PPY4;F2Z3C6;F8W895;Q5T3I0-2	A0A0A0MRK1;Q5T3I0;E9PAV9;Q5T3I0-3;E9PPY4;F2Z3C6;F8W895	7;7;6;6;5;5;4;3	7;7;6;6;5;5;4;3	7;7;6;6;5;5;4;3	G patch domain-containing protein 4	GPATCH4	8	7	7	7
F8W8M4;A0A0A0MRL6;A0A3B3IS55;O14639-2;O14639-6;O14639;H0Y7N6;F6XFR5;J3QSX6;O14639-4;O14639-3;O14639-5	F8W8M4;A0A0A0MRL6;A0A3B3IS55;O14639-2;O14639-6;O14639;H0Y7N6;F6XFR5;J3QSX6;O14639-4;O14639-3;O14639-5	4;4;4;4;4;4;3;3;3;3;3;3	4;4;4;4;4;4;3;3;3;3;3;3	4;4;4;4;4;4;3;3;3;3;3;3	Actin-binding LIM protein 1	ABLIM1	12	4	4	4
A0A0A0MRM9;Q14978;Q14978-3;Q14978-2;S4R349;S4R402;S4R341;S4R3C2	A0A0A0MRM9;Q14978;Q14978-3;Q14978-2	7;7;7;7;3;1;1;1	7;7;7;7;3;1;1;1	7;7;7;7;3;1;1;1	Nucleolar and coiled-body phosphoprotein 1	NOLC1	8	7	7	7
A0A0A0MRN7;Q6YP21-3;Q6YP21	A0A0A0MRN7;Q6YP21-3;Q6YP21	1;1;1	1;1;1	1;1;1	Kynurenine--oxoglutarate transaminase 3	CCBL2	3	1	1	1
A0A0A0MRR3;Q7Z7C8;Q7Z7C8-2;Q7Z7C8-4;C9J7M8;B4DZU5	A0A0A0MRR3;Q7Z7C8;Q7Z7C8-2;Q7Z7C8-4;C9J7M8;B4DZU5	2;2;2;2;1;1	2;2;2;2;1;1	2;2;2;2;1;1	Transcription initiation factor TFIID subunit 8	TAF8	6	2	2	2
E9PSD7;A0A0A0MRR5;Q96BW1-3;Q96BW1	E9PSD7;A0A0A0MRR5;Q96BW1-3;Q96BW1	2;2;2;2	2;2;2;2	2;2;2;2	Uracil phosphoribosyltransferase homolog	UPRT	4	2	2	2
A0A0C4DG97;A0A0A0MRS5;F8W946;Q9BXM9-2;Q8N450;Q9BXM9;C9JD05;Q9BXM9-3	A0A0C4DG97;A0A0A0MRS5;F8W946;Q9BXM9-2;Q8N450;Q9BXM9	3;3;3;3;2;2;1;1	3;3;3;3;2;2;1;1	3;3;3;3;2;2;1;1	FSD1-like protein	FSD1L	8	3	3	3
A0A0A0MRT6;Q8IZP0-10;Q8IZP0-2;Q8IZP0-5;B6VEX4;Q8IZP0-8;Q8IZP0-7;Q8IZP0-4;Q8IZP0-3;Q8IZP0-6;Q8IZP0-9;Q8IZP0;Q8IZP0-12;Q8IZP0-11	A0A0A0MRT6;Q8IZP0-10;Q8IZP0-2;Q8IZP0-5;B6VEX4;Q8IZP0-8;Q8IZP0-7;Q8IZP0-4;Q8IZP0-3;Q8IZP0-6;Q8IZP0-9;Q8IZP0;Q8IZP0-12	20;20;20;20;19;19;19;19;19;19;19;19;16;9	20;20;20;20;19;19;19;19;19;19;19;19;16;9	14;14;14;14;13;13;13;13;13;13;13;13;10;9	Abl interactor 1	ABI1	14	20	20	14
A0A0A0MRY0;Q8WUA7-4;Q8WUA7;F8WDP1;B0QYI1;Q8WUA7-3;Q8WUA7-2	A0A0A0MRY0;Q8WUA7-4;Q8WUA7;F8WDP1;B0QYI1;Q8WUA7-3;Q8WUA7-2	2;2;2;1;1;1;1	2;2;2;1;1;1;1	2;2;2;1;1;1;1	TBC1 domain family member 22A	TBC1D22A	7	2	2	2
A0A0A0MRZ4;Q15025-7;Q15025-8;Q15025-5;Q15025-6;Q15025-4;Q15025-2;Q15025;E7EMV7;Q15025-3;H0YC17;E7EW15;E7EWG2;E7EW68	A0A0A0MRZ4;Q15025-7;Q15025-8;Q15025-5;Q15025-6;Q15025-4;Q15025-2;Q15025;E7EMV7;Q15025-3	9;9;9;9;9;9;9;9;8;8;4;2;1;1	9;9;9;9;9;9;9;9;8;8;4;2;1;1	9;9;9;9;9;9;9;9;8;8;4;2;1;1	TNFAIP3-interacting protein 1	TNIP1	14	9	9	9
A0A0A0MS45;J3KNI1;Q9H9E3;Q9H9E3-3;Q9H9E3-2;J3QLW1;E9PRT5;H3BSD2;H3BQB2;J3KRB5;H3BMV9	A0A0A0MS45;J3KNI1;Q9H9E3;Q9H9E3-3;Q9H9E3-2	4;4;4;3;2;1;1;1;1;1;1	4;4;4;3;2;1;1;1;1;1;1	4;4;4;3;2;1;1;1;1;1;1	Conserved oligomeric Golgi complex subunit 4	COG4	11	4	4	4
A0A0A0MSB8;Q9UPT5-2;Q9UPT5-5;Q9UPT5-1;Q9UPT5-6;Q9UPT5;A0A0A0MRE1;B4DJ07;B5MCY9;K7ERQ5;Q9UPT5-4	A0A0A0MSB8;Q9UPT5-2;Q9UPT5-5;Q9UPT5-1;Q9UPT5-6;Q9UPT5;A0A0A0MRE1;B4DJ07	3;3;3;3;3;3;2;2;1;1;1	3;3;3;3;3;3;2;2;1;1;1	3;3;3;3;3;3;2;2;1;1;1	Exocyst complex component 7	EXOC7	11	3	3	3
A0A0A0MSE7;Q86UA6;Q86UA6-8;F5H3Q7;B3KTT3;A0A0A0MR35;Q86UA6-6;Q86UA6-5;Q86UA6-7;Q86UA6-3;Q86UA6-4;Q86UA6-9;Q86UA6-2	A0A0A0MSE7;Q86UA6;Q86UA6-8;F5H3Q7;B3KTT3;A0A0A0MR35;Q86UA6-6;Q86UA6-5;Q86UA6-7;Q86UA6-3;Q86UA6-4;Q86UA6-9;Q86UA6-2	2;2;2;1;1;1;1;1;1;1;1;1;1	2;2;2;1;1;1;1;1;1;1;1;1;1	2;2;2;1;1;1;1;1;1;1;1;1;1	RPA-interacting protein	RPAIN	13	2	2	2
B3KPJ4;A0A0A0MSI2;Q8IXK0-3;Q8IXK0-2;Q8IXK0-4;Q8IXK0;Q8IXK0-5	B3KPJ4;A0A0A0MSI2;Q8IXK0-3;Q8IXK0-2;Q8IXK0-4;Q8IXK0;Q8IXK0-5	3;3;3;3;3;3;3	3;3;3;3;3;3;3	3;3;3;3;3;3;3	Polyhomeotic-like protein 2	PHC2	7	3	3	3
O00471;A0A0A0MSI8;F8W9B8	O00471;A0A0A0MSI8;F8W9B8	2;2;1	2;2;1	2;2;1	Exocyst complex component 5	EXOC5	3	2	2	2
A0A0A0MSK6;Q13017-2;Q13017	A0A0A0MSK6;Q13017-2;Q13017	3;3;3	3;3;3	3;3;3	Rho GTPase-activating protein 5	ARHGAP5	3	3	3	3
X6RGK9;B7Z326;A0A0C4DFN6;A0A0A0MSS3;Q8ND83-3;Q8ND83-2;Q8ND83-4;Q8ND83	X6RGK9;B7Z326;A0A0C4DFN6;A0A0A0MSS3;Q8ND83-3;Q8ND83-2;Q8ND83-4;Q8ND83	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	SLAIN motif-containing protein 1	SLAIN1	8	1	1	1
A0A0A0MSU2;A0A1C7CYX1;Q6PJG2;H7C1L3	A0A0A0MSU2;A0A1C7CYX1;Q6PJG2;H7C1L3	5;5;5;3	5;5;5;3	5;5;5;3	ELM2 and SANT domain-containing protein 1	ELMSAN1	4	5	5	5
A0A0A0MSU3;Q9H9A7	A0A0A0MSU3;Q9H9A7	1;1	1;1	1;1	RecQ-mediated genome instability protein 1	RMI1	2	1	1	1
A0A0A0MSW4;P48739;P48739-2;P48739-3;B3KYB6;B3KYB7	A0A0A0MSW4;P48739;P48739-2;P48739-3	5;5;4;4;2;2	5;5;4;4;2;2	5;5;4;4;2;2	Phosphatidylinositol transfer protein beta isoform	PITPNB	6	5	5	5
A0A0A0MSZ1;J3KNR0;P27448-8;P27448-3;P27448-4;P27448-2;P27448;H0YIY6;P27448-6;P27448-7;H0YKP9;A2SY06	A0A0A0MSZ1;J3KNR0;P27448-8;P27448-3;P27448-4;P27448-2;P27448;H0YIY6;P27448-6;P27448-7;H0YKP9	9;9;9;9;9;9;9;7;7;7;6;3	9;9;9;9;9;9;9;7;7;7;6;3	8;8;8;8;8;8;8;6;6;6;5;2	MAP/microtubule affinity-regulating kinase 3	MARK3	12	9	9	8
A0A0A0MT09;Q12972-2;Q12972;Q12972-3	A0A0A0MT09;Q12972-2;Q12972;Q12972-3	6;6;6;4	6;6;6;4	6;6;6;4	Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay	PPP1R8	4	6	6	6
A0A0A0MT60;Q5T1M5;Q5T1M5-2;X6RKW4;Q5T1M5-3	A0A0A0MT60;Q5T1M5;Q5T1M5-2	8;8;7;1;1	8;8;7;1;1	8;8;7;1;1	Peptidyl-prolyl cis-trans isomerase;FK506-binding protein 15	FKBP15	5	8	8	8
A0A0A0MT83;P26440;P26440-2;H0YLC3;H0YKV0;H7C4G6;H0YN10;A0A087WVD3	A0A0A0MT83;P26440;P26440-2;H0YLC3	11;11;10;6;5;5;3;2	11;11;10;6;5;5;3;2	11;11;10;6;5;5;3;2	Isovaleryl-CoA dehydrogenase, mitochondrial	IVD	8	11	11	11
A0A0A0MTB8;Q8NI36	A0A0A0MTB8;Q8NI36	7;7	7;7	7;7	WD repeat-containing protein 36	WDR36	2	7	7	7
Q9NUL3;Q9NUL3-2;E9PH62;A0A0A0MTD1;F8VPI7;E7EPX0;E7EVJ4;Q9NUL3-8;Q9NUL3-3;Q9NUL3-7;Q9NUL3-6;A0A0A0MTC4;A0A0A0MTC6;E5RJN7;G5EA18;Q9NUL3-4;E7EVI1;E5RJ67;H0YBY0;Q9NUL3-5;E5RGT3;E5RFK1	Q9NUL3;Q9NUL3-2;E9PH62;A0A0A0MTD1;F8VPI7;E7EPX0;E7EVJ4;Q9NUL3-8;Q9NUL3-3;Q9NUL3-7;Q9NUL3-6;A0A0A0MTC4;A0A0A0MTC6;E5RJN7;G5EA18;Q9NUL3-4;E7EVI1	16;16;16;16;16;16;16;16;16;15;15;15;15;14;14;14;11;7;5;1;1;1	16;16;16;16;16;16;16;16;16;15;15;15;15;14;14;14;11;7;5;1;1;1	15;15;15;15;15;15;15;15;15;14;14;14;14;13;13;13;10;7;5;1;1;1	Double-stranded RNA-binding protein Staufen homolog 2	STAU2	22	16	16	15
E9PMS6;A0A0A0MTE2;E9PMT2;F8WD26;J3KP06;Q8WWI1-3;Q8WWI1-5;Q8WWI1-4;Q8WWI1-2;Q8WWI1;E9PMP7;H0Y424	E9PMS6;A0A0A0MTE2;E9PMT2;F8WD26;J3KP06;Q8WWI1-3;Q8WWI1-5;Q8WWI1-4;Q8WWI1-2;Q8WWI1;E9PMP7;H0Y424	2;2;2;2;2;2;2;2;2;2;1;1	2;2;2;2;2;2;2;2;2;2;1;1	2;2;2;2;2;2;2;2;2;2;1;1	LIM domain only protein 7	LMO7	12	2	2	2
A0A0A0MTH3;Q13418;Q13418-2;Q13418-3;A0A087WWY6;E9PQ52;A0A087WW45	A0A0A0MTH3;Q13418;Q13418-2;Q13418-3	17;17;15;13;2;1;1	17;17;15;13;2;1;1	17;17;15;13;2;1;1	Integrin-linked protein kinase	ILK	7	17	17	17
A0A0A0MTH9;O14981;O14981-2	A0A0A0MTH9;O14981	10;10;3	10;10;3	10;10;3	TATA-binding protein-associated factor 172	BTAF1	3	10	10	10
