Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
A0A087WYF4;E7EVR1;A0A0D9SFG5;Q9NR11-2;Q9NR11	A0A087WYF4;E7EVR1;A0A0D9SFG5;Q9NR11-2;Q9NR11	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Zinc finger protein 302	ZNF302	5	1	1	1
G3V4A5;A0A087WYL7;O75586;O75586-2;O75586-3	G3V4A5;A0A087WYL7;O75586;O75586-2	4;4;4;4;1	4;4;4;4;1	4;4;4;4;1	Mediator of RNA polymerase II transcription subunit 6	MED6	5	4	4	4
A0A087WYN9;Q7Z478	A0A087WYN9;Q7Z478	8;8	8;8	8;8	ATP-dependent RNA helicase DHX29	DHX29	2	8	8	8
Q8IZQ5;A0A087WYP2;H0YE28	Q8IZQ5;A0A087WYP2;H0YE28	2;2;1	2;2;1	2;2;1	Selenoprotein H	SELH;C11orf31	3	2	2	2
A0A087WYT5;P20338	A0A087WYT5;P20338	1;1	1;1	1;1	Ras-related protein Rab-4A	RAB4A	2	1	1	1
A0A087WZ32;A0A087X038;A8K727;Q9HB19;E5RHB5	A0A087WZ32;A0A087X038;A8K727;Q9HB19	3;3;3;3;1	3;3;3;3;1	3;3;3;3;1	Pleckstrin homology domain-containing family A member 2	PLEKHA2	5	3	3	3
A0A087WZD4;K7ENL9;Q96DM3;K7EIS6	A0A087WZD4;K7ENL9;Q96DM3;K7EIS6	3;3;3;2	3;3;3;2	3;3;3;2	Uncharacterized protein C18orf8	C18orf8	4	3	3	3
A0A087WZK9;B3KS98;O15372;E5RJT0;E5RGU4	A0A087WZK9;B3KS98;O15372	14;14;14;6;3	14;14;14;6;3	14;14;14;6;3	Eukaryotic translation initiation factor 3 subunit H	EIF3H	5	14	14	14
A0A087WZM5;P62942;Q1JUQ3;Q1JUQ5;A0A087WTS4;Q5W0X3;Q5VVH2;A0A087WV48	A0A087WZM5;P62942;Q1JUQ3;Q1JUQ5;A0A087WTS4;Q5W0X3;Q5VVH2;A0A087WV48	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	2;2;1;1;1;1;1;1	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase FKBP1A	FKBP1A;FKBP12-Exin;FKBP12-Exip2;FKBP1C	8	2	2	2
A0A087WZN1;O43837;A0A087X2E5;O43837-2;O43837-3;A0A0D9SG66	A0A087WZN1;O43837;A0A087X2E5;O43837-2	14;14;13;13;5;2	14;14;13;13;5;2	14;14;13;13;5;2	Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	IDH3B	6	14	14	14
A0A087WZU1;A0A087X0B9;Q9UMZ3	A0A087WZU1;A0A087X0B9;Q9UMZ3	1;1;1	1;1;1	1;1;1	Protein-tyrosine-phosphatase;Phosphatidylinositol phosphatase PTPRQ	PTPRQ	3	1	1	1
A0A087WZV0;O43314-2;O43314;A0A087WWN8;D6RBU4;H0Y9M0;K7EPT7;D6RFG4	A0A087WZV0;O43314-2;O43314	19;19;19;5;4;2;1;1	19;19;19;5;4;2;1;1	9;9;9;0;3;2;1;1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	PPIP5K2	8	19	19	9
J3KPF9;A0A087X011;E9PES4;Q9Y496;H7C2F6;C9J9X2	J3KPF9;A0A087X011;E9PES4;Q9Y496	16;16;16;16;4;3	15;15;15;15;4;3	14;14;14;14;4;3	Kinesin-like protein;Kinesin-like protein KIF3A	KIF3A	6	16	15	14
A0A087X054;Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;Q9Y4L1-2;J3KTF1;Q9BST8;J3QQH7;J3QLE9;A0A087WW13;A0A087X214;A0A2R8Y358;A0A1W2PS94;Q9BXT5	A0A087X054;Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;Q9Y4L1-2	66;66;48;48;48;41;18;12;12;12;7;5;1;1;1	66;66;48;48;48;41;18;12;12;12;7;5;1;1;1	52;52;34;34;34;34;4;0;0;0;0;0;1;1;1	Hypoxia up-regulated protein 1	HYOU1	15	66	66	52
G3V2W9;A0A087X060;Q56P03	G3V2W9;A0A087X060;Q56P03	3;3;3	3;3;3	3;3;3	E2F-associated phosphoprotein	EAPP	3	3	3	3
A0A087X0H7;Q8NEL9-2;Q8NEL9;Q8NEL9-3;Q8NEL9-4;G3V2P6	A0A087X0H7;Q8NEL9-2;Q8NEL9;Q8NEL9-3;Q8NEL9-4	5;5;5;4;4;1	5;5;5;4;4;1	5;5;5;4;4;1	Phospholipase DDHD1	DDHD1	6	5	5	5
A0A087X0I3;B4E3Q4;Q9NZK5-2;Q9NZK5	A0A087X0I3;B4E3Q4;Q9NZK5-2;Q9NZK5	2;2;2;2	2;2;2;2	2;2;2;2	Adenosine deaminase CECR1	CECR1	4	2	2	2
A0A087X0I9;Q04759-3;Q04759-2;Q04759	A0A087X0I9;Q04759-3;Q04759-2;Q04759	3;3;3;3	3;3;3;3	3;3;3;3	Protein kinase C;Protein kinase C theta type	PRKCQ	4	3	3	3
A0A384DVK4;A0A087X0M0;Q7Z5L2-2;Q7Z5L2;Q7Z5L2-3	A0A384DVK4;A0A087X0M0;Q7Z5L2-2;Q7Z5L2	6;6;6;6;1	6;6;6;6;1	6;6;6;6;1	Coiled-coil domain-containing protein R3HCC1L	R3HCC1L	5	6	6	6
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256	A0A087X0M4;Q9BWU0	34;33;10;4	34;33;10;4	34;33;10;4	Kanadaptin	SLC4A1AP	4	34	34	34
A0A087X0N3;O94818-4;Q96MY1;O94818-3;O94818;A0A087WTU5;K7EQ17;Q96MY1-2;O94818-2	A0A087X0N3;O94818-4;Q96MY1;O94818-3;O94818;A0A087WTU5;K7EQ17;Q96MY1-2;O94818-2	2;2;2;2;2;1;1;1;1	2;2;2;2;2;1;1;1;1	2;2;2;2;2;1;1;1;1	Nucleolar protein 4;Nucleolar protein 4-like	NOL4L;NOL4	9	2	2	2
A0A087X0P0;Q02224-3;Q02224-2;Q02224;D6RBW0;D6RHK2	A0A087X0P0;Q02224-3;Q02224-2;Q02224;D6RBW0	9;9;9;9;6;1	9;9;9;9;6;1	9;9;9;9;6;1	Kinesin-like protein;Centromere-associated protein E	CENPE	6	9	9	9
A0A087X0Q1;Q7Z739;A0A087X0C3;S4R373	A0A087X0Q1;Q7Z739	12;12;1;1	9;9;1;1	1;1;1;1	YTH domain-containing family protein 3	YTHDF3	4	12	9	1
A0A087X0Q9;Q9BVL4	A0A087X0Q9;Q9BVL4	9;9	9;9	9;9	Selenoprotein O	SELO	2	9	9	9
H7C1F1;H0Y5J3;O14607-5;A0A096LPD8;A0A087X2I9;F5GWV3;O14607-4;A0A087X0R0;F5H8B4;O15550	H7C1F1;H0Y5J3;O14607-5;A0A096LPD8;A0A087X2I9;F5GWV3;O14607-4;A0A087X0R0;F5H8B4;O15550	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	Lysine-specific demethylase 6A	KDM6A;UTY	10	1	1	1
A0A087X0R7;Q9H4L4	A0A087X0R7;Q9H4L4	1;1	1;1	1;1	Sentrin-specific protease 3	SENP3-EIF4A1;SENP3	2	1	1	1
Q04206;Q04206-3;A0A087X0W8;Q2TAM5;Q04206-2;Q04206-4;E9PKH5;A0A087WVP0;E9PKV4;E9PQS6;E9PI38;E9PMD5;H0YCB4;E9PNV4;E9PRX2;E9PJR1;E9PN69;E9PNK5;E9PM47	Q04206;Q04206-3;A0A087X0W8;Q2TAM5;Q04206-2;Q04206-4;E9PKH5;A0A087WVP0;E9PKV4;E9PQS6;E9PI38	19;19;19;19;18;17;17;12;12;11;11;7;4;4;3;3;1;1;1	19;19;19;19;18;17;17;12;12;11;11;7;4;4;3;3;1;1;1	19;19;19;19;18;17;17;12;12;11;11;7;4;4;3;3;1;1;1	Transcription factor p65	RELA	19	19	19	19
E7EWM3;A0A087X127;Q8NF64-3;Q8NF64-2;Q8NF64	E7EWM3;A0A087X127;Q8NF64-3;Q8NF64-2;Q8NF64	6;6;6;6;6	6;6;6;6;6	2;2;2;2;2	Zinc finger MIZ domain-containing protein 2	ZMIZ2	5	6	6	2
Q92599;Q92599-4;Q92599-2;F8W8I8;A6NMH6;A0A087X142;A6NFQ9;Q92599-3;C9JV02;C9J4G8;E7EX04;E7EW69;A0A0A0MRP8;B5ME97;Q9P0V9-3;Q9P0V9;Q9P0V9-2	Q92599;Q92599-4;Q92599-2;F8W8I8;A6NMH6;A0A087X142;A6NFQ9;Q92599-3	21;21;21;21;21;21;21;16;7;2;1;1;1;1;1;1;1	14;14;14;14;14;14;14;9;3;2;0;0;1;0;0;0;0	14;14;14;14;14;14;14;9;3;2;0;0;1;0;0;0;0	Septin-8	SEPT8	17	21	14	14
A0A087X159;P81877-4;P81877-5;P81877-3;P81877;H0Y9V4	A0A087X159;P81877-4;P81877-5;P81877-3;P81877	3;3;3;3;3;1	3;3;3;3;3;1	1;1;1;1;1;1	Single-stranded DNA-binding protein 2	SSBP2	6	3	3	1
A0A0A0MT10;A0A087X188;Q9UBW5-2;Q9UBW5;S4R418;Q9UBW5-3;S4R3J0;P49418-2;P49418	A0A0A0MT10;A0A087X188;Q9UBW5-2;Q9UBW5;S4R418;Q9UBW5-3	11;11;11;11;10;10;1;1;1	11;11;11;11;10;10;1;1;1	10;10;10;10;9;9;1;0;0	Bridging integrator 2	BIN2	9	11	11	10
D3VVH9;P54252-4;P54252-1;P54252;F5H211;A0A2R8Y3X7;G3V3R7;A0A087X1A8;G3V328;G3V4U9;C9JQV6;P54252-3;A0A0A0MS38;A0A087WXY4;G3V2G1;G3V3T6;G3V2G2;E9PJN5;P54252-5;G3V526;A0A2R8Y888;S4R399;G3V4F4;G3V4F5;G3V5H3;D3VVP3;G3V3S5;G3V390;G3V4B1;D6R9I5;G3V3T0;G3V3A6	D3VVH9;P54252-4;P54252-1;P54252;F5H211;A0A2R8Y3X7;G3V3R7;A0A087X1A8;G3V328;G3V4U9;C9JQV6;P54252-3;A0A0A0MS38;A0A087WXY4;G3V2G1;G3V3T6;G3V2G2;E9PJN5;P54252-5;G3V526	11;11;11;11;11;11;11;11;10;10;10;10;10;9;9;8;8;8;8;7;5;5;3;3;3;2;2;2;2;2;2;2	11;11;11;11;11;11;11;11;10;10;10;10;10;9;9;8;8;8;8;7;5;5;3;3;3;2;2;2;2;2;2;2	11;11;11;11;11;11;11;11;10;10;10;10;10;9;9;8;8;8;8;7;5;5;3;3;3;2;2;2;2;2;2;2	Ataxin-3	ATXN3	32	11	11	11
A0A087X1E4;P53365;P53365-3;P53365-2;E9PRV8;E9PPY7	A0A087X1E4;P53365;P53365-3;P53365-2;E9PRV8	10;10;8;6;5;4	10;10;8;6;5;4	10;10;8;6;5;4	Arfaptin-2	ARFIP2	6	10	10	10
A0A087X1G7;O60613;A0A0J9YX89;A0A3B3IT39;A0A087WXL0;A0A0B4J1T0;A8MZD0;O60613-2	A0A087X1G7;O60613;A0A0J9YX89;A0A3B3IT39	5;5;3;3;2;2;2;2	5;5;3;3;2;2;2;2	5;5;3;3;2;2;2;2	15 kDa selenoprotein	SEP15	8	5	5	5
A0A087X1H5;Q15057;A0A0U1RQT1;H7C3K3;H7C3Q8	A0A087X1H5;Q15057;A0A0U1RQT1	9;9;7;3;3	9;9;7;3;3	9;9;7;3;3	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	ACAP2	5	9	9	9
H0Y8X1;A0A087X1I3;D6RFM5;P31040-3;P31040-2;P31040	H0Y8X1;A0A087X1I3;D6RFM5;P31040-3;P31040-2;P31040	2;2;2;2;2;2	2;2;2;2;2;2	2;2;2;2;2;2	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	6	2	2	2
A0A087X1S7;P09326;P09326-2	A0A087X1S7;P09326;P09326-2	2;2;1	2;2;1	2;2;1	CD48 antigen	CD48	3	2	2	2
A0A0G2JQX1;A0A0G2JPW5;A0A0G2JSA7;A0A087X1Z1;Q96RT8-2;Q96RT8;A0A0G2JQK7;A0A0G2JR45;A0A0G2JRG1;A0A0G2JQK2;A0A087WVL9	A0A0G2JQX1;A0A0G2JPW5;A0A0G2JSA7;A0A087X1Z1;Q96RT8-2;Q96RT8;A0A0G2JQK7;A0A0G2JR45;A0A0G2JRG1;A0A0G2JQK2;A0A087WVL9	2;2;2;2;2;2;1;1;1;1;1	2;2;2;2;2;2;1;1;1;1;1	2;2;2;2;2;2;1;1;1;1;1	Gamma-tubulin complex component 5	TUBGCP5	11	2	2	2
A0A087X1Z3;Q9UL46;H0YM70;H0YKU2	A0A087X1Z3;Q9UL46;H0YM70	16;16;14;1	16;16;14;1	16;16;14;1	Proteasome activator complex subunit 2	PSME2	4	16	16	16
A0A087X211;Q8TCG1;Q8TCG1-2;F8WF26;F8WAX6	A0A087X211;Q8TCG1;Q8TCG1-2	8;8;6;2;2	8;8;6;2;2	8;8;6;2;2	Protein CIP2A	KIAA1524	5	8	8	8
A0A087X256;Q2M389;Q2M389-2;F8W1W1;F8VYH7	A0A087X256;Q2M389;Q2M389-2	13;13;8;4;4	13;13;8;4;4	13;13;8;4;4	WASH complex subunit 7	KIAA1033	5	13	13	13
A0A087X259;J3KT13;P35227	A0A087X259;J3KT13;P35227	3;3;3	1;1;1	1;1;1	Polycomb group RING finger protein 2	PCGF2	3	3	1	1
E9PDU5;A0A087X295;Q9NNW5;Q6PKC6;E9PBK6	E9PDU5;A0A087X295;Q9NNW5	3;3;3;1;1	3;3;3;1;1	3;3;3;1;1	WD repeat-containing protein 6	WDR6	5	3	3	3
A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62	A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62	10;10;9;9	10;10;9;9	10;10;9;9	39S ribosomal protein L45, mitochondrial	MRPL45	4	10	10	10
A0A087X2H1;Q9ULT8;H0YJP0;G3V4V5;H0YJD4;A0A087WVU6;H0YJV8	A0A087X2H1;Q9ULT8;H0YJP0	43;43;22;18;14;7;1	43;43;22;18;14;7;1	43;43;22;18;14;7;1	E3 ubiquitin-protein ligase HECTD1	HECTD1	7	43	43	43
A0A087X2I1;P62333;H0YJC0;H0YJS8;H0YJX2;H0YJE9;H0YJT1;H0YJD2;H0YJY8	A0A087X2I1;P62333	39;38;17;14;5;4;4;2;2	39;38;17;14;5;4;4;2;2	39;38;17;14;5;4;4;2;2	26S protease regulatory subunit 10B	PSMC6	9	39	39	39
A0A096LNV3;A0A096LP02;Q9Y508-2;Q9Y508	A0A096LNV3;A0A096LP02;Q9Y508-2;Q9Y508	2;2;2;2	2;2;2;2	2;2;2;2	E3 ubiquitin-protein ligase RNF114	RNF114	4	2	2	2
A0A096LNZ3;C9JJG6;Q5D0E6-4;C9JA38;Q5D0E6-2;Q5D0E6	A0A096LNZ3;C9JJG6;Q5D0E6-4;C9JA38;Q5D0E6-2;Q5D0E6	3;3;3;2;2;2	3;3;3;2;2;2	3;3;3;2;2;2	DALR anticodon-binding domain-containing protein 3	DALRD3	6	3	3	3
Q6ZSR9;A0A096LP25;A0A096LNZ0	Q6ZSR9;A0A096LP25;A0A096LNZ0	10;10;6	10;10;6	10;10;6	Uncharacterized protein FLJ45252	AAK1	3	10	10	10
A0A096LPC5;J3KP36;A0A0A0MR88;Q9Y4E1-3;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1;Q9Y4E1-6;Q9Y4E1-5;Q5SRD0;A0A0A0MT65	A0A096LPC5;J3KP36;A0A0A0MR88;Q9Y4E1-3;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1;Q9Y4E1-6;Q9Y4E1-5	27;26;26;26;26;26;26;25;23;7;4	27;26;26;26;26;26;26;25;23;7;4	6;6;5;6;6;6;6;5;6;2;0	WASH complex subunit FAM21C	FAM21C	11	27	27	6
A0A0A0MQR2;Q9BY42;A2A2L5;A2A2L6	A0A0A0MQR2;Q9BY42;A2A2L5;A2A2L6	5;5;4;3	5;5;4;3	5;5;4;3	Protein RTF2 homolog	RTFDC1	4	5	5	5
A0A0A0MQR4;Q96RK0;I3L2J0	A0A0A0MQR4;Q96RK0;I3L2J0	4;4;3	4;4;3	4;4;3	Protein capicua homolog	CIC	3	4	4	4
A0A0A0MQS1;Q53H96;Q53H96-2;B5MD87;F8WEI0	A0A0A0MQS1;Q53H96;Q53H96-2;B5MD87	10;10;9;5;2	10;10;9;5;2	10;10;9;5;2	Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase 3	PYCRL	5	10	10	10
F5H0Q6;A0A0A0MQS2;Q8N2M8;Q8N2M8-3;Q8N2M8-4;K7EKC9;K7EP11;K7EM61	F5H0Q6;A0A0A0MQS2;Q8N2M8;Q8N2M8-3;Q8N2M8-4	4;4;4;3;3;1;1;1	4;4;4;3;3;1;1;1	4;4;4;3;3;1;1;1	CLK4-associating serine/arginine rich protein	CLASRP	8	4	4	4
U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0	U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0	4;4;4;2	4;4;4;2	4;4;4;2	WD repeat-containing protein 18	WDR18	4	4	4	4
A0A0A0MQU4;H7C3V9;H7C277;H7C1N7;H7C4A1;C9JNL5;H7C280;H7C1S7	A0A0A0MQU4;H7C3V9;H7C277	17;10;9;8;7;5;2;2	17;10;9;8;7;5;2;2	2;0;0;0;0;2;0;0	NA	SCLY	8	17	17	2
A0A0A0MQW0;A0A0C4DGV1;Q9P2K5-2;H0YN19;Q9P2K5-3	A0A0A0MQW0;A0A0C4DGV1;Q9P2K5-2;H0YN19;Q9P2K5-3	17;14;14;12;10	17;14;14;12;10	1;1;1;1;1	Myelin expression factor 2	MYEF2	5	17	17	1
C9JP00;A0A0A0MQX8;Q9NR56;Q9NR56-7;Q86VM6;C9JCX1;H7C4Y1;B1AKI6;Q9NUK0-2;Q9NUK0	C9JP00;A0A0A0MQX8;Q9NR56;Q9NR56-7;Q86VM6	11;11;11;8;6;3;3;1;1;1	11;11;11;8;6;3;3;1;1;1	3;3;3;0;3;0;0;0;0;0	Muscleblind-like protein 1	MBNL1	10	11	11	3
A0A0A0MR02;P45880-2;P45880;P45880-1;A2A3S1;Q5JSD2;Q5JSD1	A0A0A0MR02;P45880-2;P45880;P45880-1;A2A3S1;Q5JSD2;Q5JSD1	8;8;8;8;4;4;4	8;8;8;8;4;4;4	8;8;8;8;4;4;4	Voltage-dependent anion-selective channel protein 2	VDAC2	7	8	8	8
H3BR38;H3BM50;H3BPU5;H3BR25;H3BPT1;H3BN58;H3BSZ4;A0A0A0MR05;Q9BVC4;H3BQ74;I3L2E7;Q9BVC4-4;Q9BVC4-5	H3BR38;H3BM50;H3BPU5;H3BR25;H3BPT1;H3BN58;H3BSZ4;A0A0A0MR05;Q9BVC4;H3BQ74;I3L2E7;Q9BVC4-4;Q9BVC4-5	3;3;3;3;3;3;3;3;3;2;2;2;2	3;3;3;3;3;3;3;3;3;2;2;2;2	3;3;3;3;3;3;3;3;3;2;2;2;2	Target of rapamycin complex subunit LST8	MLST8	13	3	3	3
H7C5T3;C9JU82;A0A0A0MR27;J3QT39;Q49A88-4;Q49A88-2;Q49A88-3;Q49A88-5;Q49A88-6;Q49A88	H7C5T3;C9JU82;A0A0A0MR27;J3QT39;Q49A88-4;Q49A88-2;Q49A88-3;Q49A88-5;Q49A88-6;Q49A88	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	Coiled-coil domain-containing protein 14	CCDC14	10	1	1	1
A0A0A0MR39;A0A087WUT0;Q9P2K5;H0YKS1;A0A087WWC8;Q9P2K5-4	A0A0A0MR39;A0A087WUT0;Q9P2K5	17;16;14;8;1;1	1;1;1;0;0;0	1;1;1;0;0;0	Myelin expression factor 2	MYEF2	6	17	1	1
A0A0A0MR87;E9PSF2;Q15468;Q15468-2;Q5T0C7;H0Y702	A0A0A0MR87;E9PSF2;Q15468;Q15468-2;Q5T0C7	3;3;3;3;2;1	3;3;3;3;2;1	3;3;3;3;2;1	SCL-interrupting locus protein	STIL	6	3	3	3
A0A0A0MSK4;A0A0A0MRC4;Q86YR5-4;Q86YR5;A0A087WVF5;Q86YR5-3	A0A0A0MSK4;A0A0A0MRC4;Q86YR5-4;Q86YR5;A0A087WVF5;Q86YR5-3	8;8;8;8;6;6	8;8;8;8;6;6	8;8;8;8;6;6	G-protein-signaling modulator 1	GPSM1	6	8	8	8
A0A0A0MRE5;Q9ULH1;Q9ULH1-2;H0YBF7;E5RHD7;H0YBM4	A0A0A0MRE5;Q9ULH1;Q9ULH1-2;H0YBF7	3;3;3;2;1;1	3;3;3;2;1;1	3;3;3;2;1;1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	ASAP1	6	3	3	3
A0A0A0MRE6;O94967-2;O94967;O94967-3;O94967-4	A0A0A0MRE6;O94967-2;O94967;O94967-3;O94967-4	8;8;8;8;8	8;8;8;8;8	8;8;8;8;8	WD repeat-containing protein 47	WDR47	5	8	8	8
A0A0A0MRF6;Q99996-5;Q99996;Q99996-1;Q99996-3;Q99996-6;A0A0A0MRE9;A0A087WX84;Q99996-4;H7BYL6;H7BZV6;Q6PJH3;A0A2R8Y590;H0Y6Q0	A0A0A0MRF6;Q99996-5;Q99996;Q99996-1;Q99996-3;Q99996-6;A0A0A0MRE9	35;35;35;35;34;34;27;17;17;13;3;3;1;1	35;35;35;35;34;34;27;17;17;13;3;3;1;1	35;35;35;35;34;34;27;17;17;13;3;3;1;1	A-kinase anchor protein 9	AKAP9	14	35	35	35
A0A0A0MRH8;A0A0A0MSH9;Q86WJ1-5;Q86WJ1-3;Q86WJ1-4;Q86WJ1-2;Q86WJ1	A0A0A0MRH8;A0A0A0MSH9;Q86WJ1-5;Q86WJ1-3;Q86WJ1-4;Q86WJ1-2;Q86WJ1	2;2;2;2;2;2;2	2;2;2;2;2;2;2	2;2;2;2;2;2;2	Chromodomain-helicase-DNA-binding protein 1-like	CHD1L	7	2	2	2
A0A0A0MRI1;Q8IXQ4;Q8IXQ4-2;Q8IXQ4-3;A0A087WW86;Q8IXQ4-4	A0A0A0MRI1;Q8IXQ4;Q8IXQ4-2;Q8IXQ4-3	10;10;9;7;1;1	10;10;9;7;1;1	10;10;9;7;1;1	GPALPP motifs-containing protein 1	GPALPP1	6	10	10	10
A0A0A0MRJ6;H7BY58;P22061;P22061-2;A0A3F2YNX8;F6S8N6;F8WDT3;F8WAV5;F8WAX2;C9J0F2	A0A0A0MRJ6;H7BY58;P22061;P22061-2;A0A3F2YNX8;F6S8N6	6;6;6;6;5;5;1;1;1;1	6;6;6;6;5;5;1;1;1;1	6;6;6;6;5;5;1;1;1;1	Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PCMT1	10	6	6	6
A0A0A0MRK1;Q5T3I0;F8W895;E9PAV9;Q5T3I0-3;E9PPY4;F2Z3C6;Q5T3I0-2	A0A0A0MRK1;Q5T3I0;F8W895;E9PAV9;Q5T3I0-3;E9PPY4;F2Z3C6	4;4;3;3;3;2;2;1	4;4;3;3;3;2;2;1	4;4;3;3;3;2;2;1	G patch domain-containing protein 4	GPATCH4	8	4	4	4
F8W8M4;A0A0A0MRL6;A0A3B3IS55;O14639-2;O14639-6;O14639;H0Y7N6;F6XFR5;O14639-3;O14639-5;J3QSX6;O14639-4	F8W8M4;A0A0A0MRL6;A0A3B3IS55;O14639-2;O14639-6;O14639;H0Y7N6;F6XFR5;O14639-3;O14639-5	3;3;3;3;3;3;2;2;2;2;1;1	3;3;3;3;3;3;2;2;2;2;1;1	3;3;3;3;3;3;2;2;2;2;1;1	Actin-binding LIM protein 1	ABLIM1	12	3	3	3
A0A0A0MRM9;Q14978;Q14978-3;Q14978-2;S4R349;S4R402;S4R341	A0A0A0MRM9;Q14978;Q14978-3;Q14978-2	8;8;8;8;3;1;1	8;8;8;8;3;1;1	8;8;8;8;3;1;1	Nucleolar and coiled-body phosphoprotein 1	NOLC1	7	8	8	8
A0A0A0MRR3;Q7Z7C8;Q7Z7C8-2;Q7Z7C8-4;C9J7M8;B4DZU5	A0A0A0MRR3;Q7Z7C8;Q7Z7C8-2;Q7Z7C8-4;C9J7M8	3;3;3;3;2;1	3;3;3;3;2;1	3;3;3;3;2;1	Transcription initiation factor TFIID subunit 8	TAF8	6	3	3	3
A0A0A0MRR5;Q96BW1;Q96BW1-3;E9PSD7;F8W6E9;Q96BW1-2	A0A0A0MRR5;Q96BW1;Q96BW1-3;E9PSD7	5;5;4;3;2;2	5;5;4;3;2;2	5;5;4;3;2;2	Uracil phosphoribosyltransferase homolog	UPRT	6	5	5	5
A0A0A0MRT2;Q9BTA9-5;Q9BTA9-2;Q9BTA9	A0A0A0MRT2;Q9BTA9-5;Q9BTA9-2;Q9BTA9	6;6;5;5	6;6;5;5	6;6;5;5	WW domain-containing adapter protein with coiled-coil	WAC	4	6	6	6
B6VEX4;A0A0A0MRT6;Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-2;Q8IZP0-4;Q8IZP0-3;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0;Q8IZP0-12;Q8IZP0-11	B6VEX4;A0A0A0MRT6;Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-2;Q8IZP0-4;Q8IZP0-3;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0;Q8IZP0-12	19;19;19;19;19;19;19;19;19;19;19;19;16;8	19;19;19;19;19;19;19;19;19;19;19;19;16;8	12;12;12;12;12;12;12;12;12;12;12;12;9;8	Abl interactor 1	ABI1	14	19	19	12
A0A0A0MRX1;Q12926-2;Q12926;B1AM48;B1APY9;B1APY8;A0A0R4J2E6;P26378-4;P26378-2;P26378-5;P26378;P26378-3;C9JB16;Q14576-2;Q14576	A0A0A0MRX1;Q12926-2;Q12926;B1AM48;B1APY9;B1APY8;A0A0R4J2E6;P26378-4;P26378-2;P26378-5;P26378;P26378-3	3;3;3;2;2;2;2;2;2;2;2;2;1;1;1	2;2;2;1;1;1;1;1;1;1;1;1;1;1;1	2;2;2;1;1;1;1;1;1;1;1;1;1;1;1	ELAV-like protein;ELAV-like protein 2;ELAV-like protein 4	ELAVL2;ELAVL4	15	3	2	2
A0A0A0MRX2;Q96HY6-2;Q96HY6	A0A0A0MRX2;Q96HY6-2;Q96HY6	1;1;1	1;1;1	1;1;1	DDRGK domain-containing protein 1	DDRGK1	3	1	1	1
F8WDP1;A0A0A0MRY0;Q8WUA7-3;Q8WUA7-4;Q8WUA7	F8WDP1;A0A0A0MRY0;Q8WUA7-3;Q8WUA7-4;Q8WUA7	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	TBC1 domain family member 22A	TBC1D22A	5	1	1	1
A0A0A0MRZ4;Q15025-7;Q15025-8;Q15025-5;Q15025-6;Q15025-4;Q15025-2;Q15025;E7EMV7;Q15025-3;H0YC17;E7EW15;E7EWG2;E7EW68	A0A0A0MRZ4;Q15025-7;Q15025-8;Q15025-5;Q15025-6;Q15025-4;Q15025-2;Q15025;E7EMV7;Q15025-3	9;9;9;9;9;9;9;9;8;8;4;3;1;1	9;9;9;9;9;9;9;9;8;8;4;3;1;1	9;9;9;9;9;9;9;9;8;8;4;3;1;1	TNFAIP3-interacting protein 1	TNIP1	14	9	9	9
