Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
A0A087WXC5;E7ESZ7;O95299;O95299-2;H7C2W5;H7C1Y7;H7C2X4;Q8N1B9;C9J6X0	A0A087WXC5;E7ESZ7;O95299;O95299-2;H7C2W5;H7C1Y7;H7C2X4	8;8;8;8;4;4;4;3;3	8;8;8;8;4;4;4;3;3	8;8;8;8;4;4;4;3;3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	NDUFA10	9	8	8	8
A0A087WYV3;A0A0D9SEW3;A0A087WXF8;Q9NP64-2;Q9NP64-3;Q9NP64;A0A087WXU5	A0A087WYV3;A0A0D9SEW3;A0A087WXF8;Q9NP64-2;Q9NP64-3;Q9NP64;A0A087WXU5	2;2;2;2;2;2;1	2;2;2;2;2;2;1	2;2;2;2;2;2;1	Nucleolar protein of 40 kDa	ZCCHC17	7	2	2	2
A0A087WXI5;P12830-2;P12830	A0A087WXI5;P12830-2;P12830	1;1;1	1;1;1	1;1;1	Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3	CDH1	3	1	1	1
A0A087WXL6;B7Z879;Q9H270;A0A0G2JS92;A0A087X2J4	A0A087WXL6;B7Z879;Q9H270;A0A0G2JS92	14;13;13;8;1	14;13;13;8;1	14;13;13;8;1	Vacuolar protein sorting-associated protein 11 homolog	VPS11	5	14	14	14
A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3KSJ0	A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81	9;9;9;9;9;9;8;8;8;6;6;6;5;2	9;9;9;9;9;9;8;8;8;6;6;6;5;2	9;9;9;9;9;9;8;8;8;6;6;6;5;2	60S ribosomal protein L17	RPL17;RPL17-C18orf32	14	9	9	9
E9PGI3;A0A087WXN4;Q96CB8	E9PGI3;A0A087WXN4;Q96CB8	1;1;1	1;1;1	1;1;1	Integrator complex subunit 12	INTS12	3	1	1	1
O43681;A0A087WXS7;K7ERW9	O43681;A0A087WXS7	11;11;5	11;11;5	11;11;5	ATPase ASNA1	ASNA1	3	11	11	11
A0A2R8Y4P5;Q5SZ82;A0A2R8YFC3;A0A087WXU0;A0A2R8Y4J4;Q9NWS8	A0A2R8Y4P5;Q5SZ82;A0A2R8YFC3;A0A087WXU0;A0A2R8Y4J4;Q9NWS8	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Required for meiotic nuclear division protein 1 homolog	RMND1	6	1	1	1
H7BXI1;A0A087WXU3;A0FGR8-2;A0FGR8;A0FGR8-6;A0FGR8-4;A0FGR8-5	H7BXI1;A0A087WXU3;A0FGR8-2;A0FGR8;A0FGR8-6;A0FGR8-4	19;19;19;19;19;11;9	19;19;19;19;19;11;9	19;19;19;19;19;11;9	Extended synaptotagmin-2	ESYT2	7	19	19	19
P54646;A0A087WXX9;Q96E92	P54646;A0A087WXX9	12;12;3	12;12;3	9;9;0	5-AMP-activated protein kinase catalytic subunit alpha-2	PRKAA2	3	12	12	9
A0A087WY55;Q9NP79;Q5TGM0;Q9NP79-2	A0A087WY55;Q9NP79;Q5TGM0;Q9NP79-2	10;10;5;5	10;10;5;5	10;10;5;5	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1	4	10	10	10
A0A087X030;A0A087WY58;P51956;P51956-2	A0A087X030;A0A087WY58;P51956	3;3;3;1	3;3;3;1	3;3;3;1	Serine/threonine-protein kinase Nek3	NEK3	4	3	3	3
A0A087WY61;Q14980-2;Q14980;Q14980-4;Q14980-3;F5H4J1;H0YFY6;F5H6Y5;Q14980-5;K4DIE0	A0A087WY61;Q14980-2;Q14980;Q14980-4;Q14980-3	28;28;28;26;26;12;11;8;7;4	28;28;28;26;26;12;11;8;7;4	28;28;28;26;26;12;11;8;7;4	Nuclear mitotic apparatus protein 1	NUMA1	10	28	28	28
A0A087WY71;E9PFW3;Q96CW1-2;Q96CW1;C9JJ47;H7C4C3;C9JTK4;C9JGT8;C9JJD3;C9JPV8	A0A087WY71;E9PFW3;Q96CW1-2;Q96CW1	13;13;13;13;5;4;3;3;1;1	13;13;13;13;5;4;3;3;1;1	13;13;13;13;5;4;3;3;1;1	AP-2 complex subunit mu	AP2M1	10	13	13	13
A0A087WY82;Q9Y624;Q9Y624-2	A0A087WY82;Q9Y624;Q9Y624-2	6;6;3	6;6;3	6;6;3	Junctional adhesion molecule A	F11R	3	6	6	6
A0A087WYC8;Q9BZI7-2;Q9BZI7	A0A087WYC8;Q9BZI7-2;Q9BZI7	7;7;7	7;7;7	7;7;7	Regulator of nonsense transcripts 3B	UPF3B	3	7	7	7
A0A087WYF8;Q53GG5-2;Q53GG5;A0A2U3TZH4;A0A2R8Y6L7;Q53GG5-3;D6RAF1	A0A087WYF8;Q53GG5-2;Q53GG5;A0A2U3TZH4;A0A2R8Y6L7;Q53GG5-3	4;4;4;3;2;2;1	4;4;4;3;2;2;1	4;4;4;3;2;2;1	PDZ and LIM domain protein 3	PDLIM3	7	4	4	4
A0A087WYH0;J3KRC8;Q96N06;Q96N06-2	A0A087WYH0;J3KRC8;Q96N06;Q96N06-2	1;1;1;1	1;1;1;1	1;1;1;1	Spermatogenesis-associated protein 33	SPATA33	4	1	1	1
Q7Z478;A0A087WYN9;H0Y8L1	Q7Z478;A0A087WYN9	16;16;1	16;16;1	16;16;1	ATP-dependent RNA helicase DHX29	DHX29	3	16	16	16
A0A087WYS1;E7EUC7;Q16851;C9JQU9;C9J6Q0	A0A087WYS1;E7EUC7;Q16851	23;23;23;7;2	1;1;1;0;1	1;1;1;0;1	UTP--glucose-1-phosphate uridylyltransferase	UGP2	5	23	1	1
A0A087WYT3;Q15185-4;Q15185;B4DDC6;Q15185-3;Q15185-2	A0A087WYT3;Q15185-4;Q15185;B4DDC6;Q15185-3;Q15185-2	11;11;11;7;7;6	11;11;11;7;7;6	11;11;11;7;7;6	Prostaglandin E synthase 3	PTGES3	6	11	11	11
A0A087WYV8;P35556;E9PHW4;F6U495;D6RJI3;P35556-2;P35555	A0A087WYV8;P35556	5;5;2;1;1;1;1	5;5;2;1;1;1;1	5;5;2;1;1;1;1	Fibrillin-2	FBN2	7	5	5	5
A0A087WZ13;E9PAU2;Q8IY67-2;Q8IY67;K7EKR9;Q8IY67-3	A0A087WZ13;E9PAU2;Q8IY67-2;Q8IY67	15;15;13;12;2;1	15;15;13;12;2;1	15;15;13;12;2;1	Ribonucleoprotein PTB-binding 1	RAVER1	6	15	15	15
A0A087WZ62;Q9H6U8;Q9H6U8-3;H0YCW6;Q9H6U8-2;Q9H6U8-4;A0A087WV58;A0A087WTZ3;A0A087WVC0;A0A087WZY8;F6VJS9;B3KUL3;Q9BRP7-2;Q9BRP7	A0A087WZ62;Q9H6U8;Q9H6U8-3;H0YCW6;Q9H6U8-2;Q9H6U8-4	6;5;5;4;4;4;2;1;1;1;1;1;1;1	6;5;5;4;4;4;2;1;1;1;1;1;1;1	6;5;5;4;4;4;2;1;1;1;1;1;1;1	Alpha-1,2-mannosyltransferase ALG9	ALG9	14	6	6	6
A0A087WZG4;A0A3B3IPE9;Q6ZSZ5-2;Q6ZSZ5-1;Q6ZSZ5-6;Q6ZSZ5-5;Q6ZSZ5;M0QZS0	A0A087WZG4;A0A3B3IPE9;Q6ZSZ5-2;Q6ZSZ5-1;Q6ZSZ5-6;Q6ZSZ5-5;Q6ZSZ5;M0QZS0	7;7;7;7;7;7;7;5	7;7;7;7;7;7;7;5	7;7;7;7;7;7;7;5	Rho guanine nucleotide exchange factor 18	ARHGEF18	8	7	7	7
A0A087WZN1;O43837;A0A087X2E5;O43837-2;O43837-3;A0A0D9SG66	A0A087WZN1;O43837;A0A087X2E5;O43837-2	20;20;18;18;9;6	20;20;18;18;9;6	20;20;18;18;9;6	Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	IDH3B	6	20	20	20
A0A087WZT0;M0QZ22;Q5PRF9;M0R0X3	A0A087WZT0;M0QZ22;Q5PRF9;M0R0X3	2;2;2;1	2;2;2;1	2;2;2;1	Protein Smaug homolog 2	SAMD4B	4	2	2	2
O43657;A0A087WZU5;A0A087WYV6	O43657;A0A087WZU5;A0A087WYV6	6;6;5	6;6;5	6;6;5	Tetraspanin-6	TSPAN6	3	6	6	6
A0A087WZV0;O43314-2;O43314;D6RBU4;D6RFG4;A0A087WWN8;F8W9A8;B7WPL9;Q6PFW1-6;Q6PFW1-5;Q6PFW1-7;Q6PFW1-4;Q6PFW1-3;Q6PFW1-2;Q6PFW1	A0A087WZV0;O43314-2;O43314	7;7;7;2;1;1;1;1;1;1;1;1;1;1;1	7;7;7;2;1;1;1;1;1;1;1;1;1;1;1	4;4;4;2;1;0;1;1;1;1;1;1;1;1;1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	PPIP5K2	15	7	7	4
J3KPF9;A0A087X011;E9PES4;Q9Y496;H7C2F6	J3KPF9;A0A087X011;E9PES4;Q9Y496;H7C2F6	4;4;4;4;2	3;3;3;3;2	3;3;3;3;2	Kinesin-like protein;Kinesin-like protein KIF3A	KIF3A	5	4	3	3
V9GYA3;V9GZ64;A0A087X072;O94761	V9GYA3;V9GZ64;A0A087X072;O94761	1;1;1;1	1;1;1;1	1;1;1;1	ATP-dependent DNA helicase Q4	RECQL4	4	1	1	1
A0A087X0D5;P09668;E9PKT6;A0A3B3IRM7	A0A087X0D5;P09668;E9PKT6	4;4;3;1	4;4;3;1	4;4;3;1	Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain	CTSH	4	4	4	4
A0A087X0H8;Q15714-2;Q15714-3;Q15714	A0A087X0H8;Q15714-2;Q15714-3;Q15714	2;2;2;2	1;1;1;1	1;1;1;1	TSC22 domain family protein 1	TSC22D1	4	2	1	1
A0A087X0H9;Q5T8P6-3;Q5T8P6-2;Q5T8P6;Q5T8P6-5;Q5T8P6-4;Q5T8P6-6;E2PSN0	A0A087X0H9;Q5T8P6-3;Q5T8P6-2;Q5T8P6;Q5T8P6-5;Q5T8P6-4	21;21;21;21;14;14;7;5	21;21;21;21;14;14;7;5	20;20;20;20;13;13;7;5	RNA-binding protein 26	RBM26	8	21	21	20
A0A384DVK4;A0A087X0M0;Q7Z5L2-2;Q7Z5L2	A0A384DVK4;A0A087X0M0;Q7Z5L2-2;Q7Z5L2	3;3;3;3	3;3;3;3	3;3;3;3	Coiled-coil domain-containing protein R3HCC1L	R3HCC1L	4	3	3	3
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256	A0A087X0M4;Q9BWU0	22;20;10;6	22;20;10;6	22;20;10;6	Kanadaptin	SLC4A1AP	4	22	22	22
P40424;P40424-3;A0A0A0MTI0;H0YLF5;P40424-2;A0A087X0P4;H0YKH1;H0YLB0;H0YLT4;H0YLD4;P40426;Q5JS98;P40426-2;P40426-5;H0Y5D0;U3KQA2;F8WA05;P40426-4;P40426-3;H0YLM3	P40424;P40424-3;A0A0A0MTI0;H0YLF5;P40424-2;A0A087X0P4;H0YKH1;H0YLB0;H0YLT4;H0YLD4;P40426;Q5JS98;P40426-2;P40426-5	8;8;8;8;8;8;7;7;6;6;4;4;4;4;3;3;3;3;3;3	8;8;8;8;8;8;7;7;6;6;4;4;4;4;3;3;3;3;3;3	4;4;4;4;4;4;3;3;2;2;2;2;2;2;1;1;2;2;2;1	Pre-B-cell leukemia transcription factor 1;Pre-B-cell leukemia transcription factor 3	PBX1;PBX3	20	8	8	4
A0A087X0Q9;Q9BVL4	A0A087X0Q9;Q9BVL4	6;6	6;6	6;6	Selenoprotein O	SELO	2	6	6	6
F5H5V6;F5H6S1;F8W8R6;A0A087X0R0;O15550;A0A087WUN6;H0Y6I7;H0Y5J3	F5H5V6;F5H6S1;F8W8R6;A0A087X0R0;O15550;A0A087WUN6;H0Y6I7;H0Y5J3	2;2;2;2;2;1;1;1	2;2;2;2;2;1;1;1	2;2;2;2;2;1;1;1	Lysine-specific demethylase 6A	KDM6A	8	2	2	2
A0A087X0R6;Q9UMY4-3;Q9UMY4-2;Q9UMY4	A0A087X0R6;Q9UMY4-3;Q9UMY4-2;Q9UMY4	10;10;10;10	10;10;10;10	9;9;9;9	Sorting nexin-12	SNX12	4	10	10	9
A0A087X0S5;P12109	A0A087X0S5;P12109	18;18	18;18	18;18	Collagen alpha-1(VI) chain	COL6A1	2	18	18	18
A0A087X0W7;A0A087WT95;P49753;P49753-2	A0A087X0W7;A0A087WT95;P49753	15;14;14;7	1;1;1;1	1;1;1;1	Acyl-coenzyme A thioesterase 2, mitochondrial	ACOT2	4	15	1	1
Q04206;Q04206-4;A0A087X0W8;E9PKH5;Q2TAM5;Q04206-3;Q04206-2;A0A087WVP0;E9PKV4;E9PQS6;E9PI38;E9PMD5;E9PNV4;E9PRX2;E9PJR1;H0YCB4;E9PN69;E9PNK5;E9PM47	Q04206;Q04206-4;A0A087X0W8;E9PKH5;Q2TAM5;Q04206-3;Q04206-2;A0A087WVP0;E9PKV4	13;13;13;13;13;12;12;8;8;6;6;5;4;4;3;2;1;1;1	13;13;13;13;13;12;12;8;8;6;6;5;4;4;3;2;1;1;1	13;13;13;13;13;12;12;8;8;6;6;5;4;4;3;2;1;1;1	Transcription factor p65	RELA	19	13	13	13
A0A087X0Z7;H0YJ66;Q9Y394;Q9Y394-2;H0YJR8;H0YJE4	A0A087X0Z7;H0YJ66;Q9Y394;Q9Y394-2;H0YJR8	12;12;12;11;6;5	12;12;12;11;6;5	12;12;12;11;6;5	Dehydrogenase/reductase SDR family member 7	DHRS7	6	12	12	12
E7EWM3;A0A087X127;Q8NF64-3;Q8NF64-2;Q8NF64	E7EWM3;A0A087X127;Q8NF64-3;Q8NF64-2;Q8NF64	6;6;6;6;6	4;4;4;4;4	4;4;4;4;4	Zinc finger MIZ domain-containing protein 2	ZMIZ2	5	6	4	4
A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599-2;Q92599-4;Q92599;Q92599-3;C9JV02;C9J4G8;A0A0A0MRP8	A0A087X142;A6NMH6;A6NFQ9;F8W8I8;Q92599-2;Q92599-4;Q92599;Q92599-3	14;14;14;14;14;14;14;10;3;2;1	12;12;12;12;12;12;12;8;2;2;1	12;12;12;12;12;12;12;8;2;2;1	Septin-8	SEPT8	11	14	12	12
P54252-3;G3V3R7;G3V4U9;F5H211;C9JQV6;G3V328;A0A0A0MS38;A0A087X1A8;D3VVH9;A0A2R8Y3X7;P54252;P54252-1;P54252-4;G3V2G1;G3V3T6;G3V2G2;P54252-5;A0A087WXY4;G3V526;E9PJN5;A0A2R8Y888;S4R399;G3V3A6;D3VVP3;G3V4F5;G3V3S5;G3V390;G3V5H3;G3V4B1;D6R9I5;G3V3T0;G3V4F4	P54252-3;G3V3R7;G3V4U9;F5H211;C9JQV6;G3V328;A0A0A0MS38;A0A087X1A8;D3VVH9;A0A2R8Y3X7;P54252;P54252-1;P54252-4;G3V2G1;G3V3T6;G3V2G2;P54252-5;A0A087WXY4;G3V526;E9PJN5;A0A2R8Y888	6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1	6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1	6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;4;4;4;3;2;1;1;1;1;1;1;1;1;1;1	Ataxin-3	ATXN3	32	6	6	6
A0A087X1B2;B9A018;Q53GS9-2;Q53GS9;Q53GS9-3;A0A087WW31	A0A087X1B2;B9A018;Q53GS9-2;Q53GS9;Q53GS9-3	11;11;11;11;8;1	11;11;11;11;8;1	11;11;11;11;8;1	U4/U6.U5 tri-snRNP-associated protein 2	USP39	6	11	11	11
A0A087X1E4;P53365;P53365-3;P53365-2;E9PRV8;E9PPY7	A0A087X1E4;P53365;P53365-3;P53365-2	14;14;13;11;5;3	14;14;13;11;5;3	14;14;13;11;5;3	Arfaptin-2	ARFIP2	6	14	14	14
A0A087X1G7;O60613;A0A0J9YX89;A0A087WXL0;A0A0B4J1T0;A0A3B3IT39;A8MZD0;O60613-2	A0A087X1G7;O60613;A0A0J9YX89;A0A087WXL0;A0A0B4J1T0;A0A3B3IT39;A8MZD0;O60613-2	4;4;2;2;2;2;2;2	4;4;2;2;2;2;2;2	4;4;2;2;2;2;2;2	15 kDa selenoprotein	SEP15	8	4	4	4
A0A087X1S3	A0A087X1S3	7	2	2	NA	HUWE1	1	7	2	2
A0A087X1W8;A0A0A0MTJ8;X5DQS5;Q9BY67-5;Q9BY67;Q9BY67-4;Q9BY67-3;A0A087X0T8;Q9BY67-2;F5H125;H0YG94;F5H8J9	A0A087X1W8;A0A0A0MTJ8;X5DQS5;Q9BY67-5;Q9BY67;Q9BY67-4;Q9BY67-3;A0A087X0T8;Q9BY67-2	9;9;9;9;9;9;9;6;6;3;3;2	9;9;9;9;9;9;9;6;6;3;3;2	9;9;9;9;9;9;9;6;6;3;3;2	Cell adhesion molecule 1	CADM1	12	9	9	9
A0A087X1Z3;Q9UL46;H0YM70;H0YKU2	A0A087X1Z3;Q9UL46;H0YM70	12;12;11;3	12;12;11;3	12;12;11;3	Proteasome activator complex subunit 2	PSME2	4	12	12	12
A0A087X208;O00468-2;O00468-6;O00468-3;O00468-5;O00468-4;O00468-7;O00468	A0A087X208;O00468-2;O00468-6;O00468-3;O00468-5;O00468-4;O00468-7;O00468	2;2;2;2;2;2;2;2	2;2;2;2;2;2;2;2	2;2;2;2;2;2;2;2	Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment	AGRN	8	2	2	2
A0A087X211;Q8TCG1;Q8TCG1-2;F8WAX6;F8WF26	A0A087X211;Q8TCG1;Q8TCG1-2	14;14;12;2;1	14;14;12;2;1	14;14;12;2;1	Protein CIP2A	KIAA1524	5	14	14	14
A0A087X256;Q2M389;Q2M389-2;F8VYH7;F8W1W1	A0A087X256;Q2M389;Q2M389-2	12;12;6;4;2	12;12;6;4;2	12;12;6;4;2	WASH complex subunit 7	KIAA1033	5	12	12	12
A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62	A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62	5;5;4;4	5;5;4;4	5;5;4;4	39S ribosomal protein L45, mitochondrial	MRPL45	4	5	5	5
A0A087X2D8;O60271-4;O60271-2;O60271-9;O60271-5;H0YBE9;H0YBS5;E9PFH7;A0A087WYG2;Q9UPT6;H0Y981;Q9UPT6-2	A0A087X2D8;O60271-4;O60271-2;O60271-9;O60271-5	48;48;48;39;38;8;3;2;2;2;1;1	48;48;48;39;38;8;3;2;2;2;1;1	2;2;2;2;2;0;0;0;0;0;0;0	C-Jun-amino-terminal kinase-interacting protein 4	SPAG9	12	48	48	2
A0A087X2H1;Q9ULT8;H0YJP0;H0YJD4;G3V4V5;A0A087WVU6;H0YJV8	A0A087X2H1;Q9ULT8;H0YJP0	66;65;37;28;26;5;2	66;65;37;28;26;5;2	66;65;37;28;26;5;2	E3 ubiquitin-protein ligase HECTD1	HECTD1	7	66	66	66
A0A087X2I1;P62333;H0YJC0;H0YJS8;H0YJX2;H0YJE9;H0YJT1	A0A087X2I1;P62333;H0YJC0	16;16;8;6;1;1;1	16;16;8;6;1;1;1	16;16;8;6;1;1;1	26S protease regulatory subunit 10B	PSMC6	7	16	16	16
A0A088AWN3;A0A0A0MSY4;Q9BZ29-3;Q9BZ29-5;Q9BZ29;Q9BZ29-4;A0A0A0MT38;Q6ZSL5;Q9BZ29-6;A0A0D9SFH5	A0A088AWN3;A0A0A0MSY4;Q9BZ29-3;Q9BZ29-5;Q9BZ29;Q9BZ29-4;A0A0A0MT38;Q6ZSL5;Q9BZ29-6	5;5;5;5;5;5;4;4;4;2	4;4;4;4;4;4;4;4;4;2	4;4;4;4;4;4;4;4;4;2	Dedicator of cytokinesis protein 9	DOCK9	10	5	4	4
J3KT43;E7EP87;A0A088AWN8;Q9UHQ1-4;Q9UHQ1-3;Q9UHQ1;Q9UHQ1-2;J3QRB0;H3BSH2;J3KS48;E9PH27;Q9H6Q4-3	J3KT43;E7EP87;A0A088AWN8;Q9UHQ1-4;Q9UHQ1-3;Q9UHQ1;Q9UHQ1-2;J3QRB0;H3BSH2;J3KS48;E9PH27;Q9H6Q4-3	2;2;2;2;2;2;2;1;1;1;1;1	2;2;2;2;2;2;2;1;1;1;1;1	1;1;1;1;1;1;1;0;0;0;0;0	Nuclear prelamin A recognition factor;Cytosolic Fe-S cluster assembly factor NARFL	NARF;NARFL	12	2	2	1
A0A096LNV3;A0A096LP02;Q9Y508-2;Q9Y508;A0A096LNT1;A0A096LNN8;A0A096LPF9	A0A096LNV3;A0A096LP02;Q9Y508-2;Q9Y508	3;3;3;3;1;1;1	3;3;3;3;1;1;1	3;3;3;3;1;1;1	E3 ubiquitin-protein ligase RNF114	RNF114	7	3	3	3
A0A096LNX8;Q96GP6-2;Q96GP6	A0A096LNX8;Q96GP6-2;Q96GP6	1;1;1	1;1;1	1;1;1	Scavenger receptor class F member 2	SCARF2	3	1	1	1
A0A096LP25;A0A096LNZ0;Q6ZSR9;A0A096LP60	A0A096LP25;A0A096LNZ0;Q6ZSR9	4;2;2;1	3;1;2;0	3;1;2;0	Uncharacterized protein FLJ45252	AAK1	4	4	3	3
J3KP36;A0A0A0MR88;A0A096LPC5;Q9Y4E1-3;Q9Y4E1-6;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1;Q9Y4E1-5;A0A0A0MT65;B1AP61;Q5SRD0	J3KP36;A0A0A0MR88;A0A096LPC5;Q9Y4E1-3;Q9Y4E1-6;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1;Q9Y4E1-5	19;19;19;19;19;19;19;19;15;6;5;2	1;1;1;1;1;1;1;1;1;0;0;1	1;1;1;1;1;1;1;1;1;0;0;1	WASH complex subunit FAM21C	FAM21C	12	19	1	1
A0A0A0MQS1;Q53H96;Q53H96-2;B5MD87;F8WEI0	A0A0A0MQS1;Q53H96;Q53H96-2;B5MD87	8;8;7;4;1	8;8;7;4;1	8;8;7;4;1	Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase 3	PYCRL	5	8	8	8
A0A0A0MQU4;Q96I15;Q96I15-2;H7C3V9;H7C277;H7C1N7;H7C1S7;C9JNL5;H7C280	A0A0A0MQU4;Q96I15;Q96I15-2;H7C3V9	11;10;8;6;5;3;3;3;2	11;10;8;6;5;3;3;3;2	11;10;8;6;5;3;3;3;2	Selenocysteine lyase	SCLY	9	11	11	11
A0A0A0MQW8;Q8N6U8-3;Q8N6U8-5;Q8N6U8-4;Q8N6U8;Q8N6U8-6	A0A0A0MQW8;Q8N6U8-3;Q8N6U8-5;Q8N6U8-4;Q8N6U8;Q8N6U8-6	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	G-protein coupled receptor 161	GPR161	6	1	1	1
Q9NR56;C9JP00;A0A0A0MQX8;Q9NR56-3;Q9NR56-7;Q9NR56-6;Q9NR56-4;Q9NR56-2;Q9NR56-5;H7C4T5;Q86VM6;Q5VZF2-3;Q5VZF2-2;Q5VZF2;O95205;H7C4Y1;C9JCX1;Q9NUK0;Q9NUK0-2;B1AKI6	Q9NR56;C9JP00;A0A0A0MQX8;Q9NR56-3;Q9NR56-7;Q9NR56-6;Q9NR56-4;Q9NR56-2;Q9NR56-5;H7C4T5;Q86VM6	5;5;5;4;4;4;4;4;4;3;3;2;2;2;2;2;2;1;1;1	5;5;5;4;4;4;4;4;4;3;3;2;2;2;2;2;2;1;1;1	5;5;5;4;4;4;4;4;4;3;3;2;2;2;2;2;2;1;1;1	Muscleblind-like protein 1	MBNL1	20	5	5	5
A0A0A0MR02;P45880;P45880-2;P45880-1;Q5JSD2;Q5JSD1;A2A3S1	A0A0A0MR02;P45880;P45880-2;P45880-1;Q5JSD2;Q5JSD1	16;16;14;14;11;11;5	16;16;14;14;11;11;5	16;16;14;14;11;11;5	Voltage-dependent anion-selective channel protein 2	VDAC2	7	16	16	16
A0A0A0MR04;B4DI03;K7EJQ7;Q9BY50	A0A0A0MR04;B4DI03;K7EJQ7;Q9BY50	2;2;2;2	2;2;2;2	2;2;2;2	Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11C	SEC11C;SEC11L3	4	2	2	2
A0A0A0MR05;Q9BVC4;H3BM50;H3BPU5;H3BPT1;H3BN58;H3BSZ4;Q9BVC4-4;Q9BVC4-5;H3BR38;H3BR25;Q9BVC4-3	A0A0A0MR05;Q9BVC4;H3BM50;H3BPU5;H3BPT1;H3BN58;H3BSZ4;Q9BVC4-4;Q9BVC4-5	3;3;2;2;2;2;2;2;2;1;1;1	3;3;2;2;2;2;2;2;2;1;1;1	3;3;2;2;2;2;2;2;2;1;1;1	Target of rapamycin complex subunit LST8	MLST8	12	3	3	3
Q5T092;A0A0A0MR06;Q5T091;O15258;Q5T093	Q5T092;A0A0A0MR06;Q5T091;O15258;Q5T093	3;3;3;3;2	3;3;3;3;2	3;3;3;3;2	Protein RER1	RER1	5	3	3	3
A0A0A0MR74;O75907	A0A0A0MR74;O75907	4;4	4;4	4;4	Diacylglycerol O-acyltransferase 1	DGAT1	2	4	4	4
K7ENH8;A0A0A0MRB7;X6REB3;P15923-2;K7EMM4;P15923;P15923-3;K7EK65;A0A0A0MTS0;K7EKB9;K7ERZ7	K7ENH8;A0A0A0MRB7;X6REB3;P15923-2;K7EMM4;P15923;P15923-3	3;3;3;3;2;2;2;1;1;1;1	3;3;3;3;2;2;2;1;1;1;1	3;3;3;3;2;2;2;1;1;1;1	Transcription factor E2-alpha	TCF3	11	3	3	3
A0A0A0MSK4;A0A0A0MRC4;Q86YR5-4;Q86YR5;A0A087WVF5;Q86YR5-3;Q86YR5-2	A0A0A0MSK4;A0A0A0MRC4;Q86YR5-4;Q86YR5;A0A087WVF5;Q86YR5-3	8;8;8;8;4;4;3	8;8;8;8;4;4;3	8;8;8;8;4;4;3	G-protein-signaling modulator 1	GPSM1	7	8	8	8
G3V5X4;A0A0A0MRE3;Q8WXH0;Q8WXH0-2;A0A0C4DGK3;Q8WXH0-9;Q8WXH0-8;Q8WXH0-7;Q8WXH0-10;Q8WXH0-4;Q8WXH0-3;Q8WXH0-13	G3V5X4;A0A0A0MRE3;Q8WXH0;Q8WXH0-2	14;14;14;14;2;2;2;2;1;1;1;1	14;14;14;14;2;2;2;2;1;1;1;1	14;14;14;14;2;2;2;2;1;1;1;1	Nesprin-2	SYNE2	12	14	14	14
A0A0A0MRE5;Q9ULH1;Q9ULH1-2;H0YBF7;E5RHD7;E5RFD9;H0YBM4	A0A0A0MRE5;Q9ULH1;Q9ULH1-2;H0YBF7	8;8;8;6;2;1;1	8;8;8;6;2;1;1	8;8;8;6;2;1;1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	ASAP1	7	8	8	8
A0A0A0MRE6;O94967-2;O94967;O94967-3;O94967-4;E9PKZ6;E9PR96	A0A0A0MRE6;O94967-2;O94967;O94967-3;O94967-4	4;4;4;4;4;1;1	4;4;4;4;4;1;1	4;4;4;4;4;1;1	WD repeat-containing protein 47	WDR47	7	4	4	4
