Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
C9J3G2;Q5RIA9;H0Y5V3;Q5RIB0;A0A0A6YYH9;A0A087WWG3;A0A087X140;A0A0A0MRU4;Q5JTY5;Q4V339;Q8IUF1;Q9BRT8;Q5JTY5-2;Q9BRT8-3;Q5RIA9-3;Q9BRT8-4;Q9BRT8-2;A0A0B4J2F1;F2Z2T4;Q5RIA9-2;E7EUZ7;A0A087WYD2;A0A087WZQ3;A0A0B4J2E3;F8WEG4;Q6NVZ8;F8WEU0;Q5RIB3;Q5JTY2;A0A087WTC0;Q5RIB5;H0Y857	C9J3G2;Q5RIA9;H0Y5V3;Q5RIB0;A0A0A6YYH9;A0A087WWG3;A0A087X140;A0A0A0MRU4;Q5JTY5;Q4V339;Q8IUF1;Q9BRT8;Q5JTY5-2;Q9BRT8-3;Q5RIA9-3;Q9BRT8-4;Q9BRT8-2;A0A0B4J2F1;F2Z2T4;Q5RIA9-2;E7EUZ7;A0A087WYD2;A0A087WZQ3;A0A0B4J2E3;F8WEG4;Q6NVZ8;F8WEU0;Q5RIB3;Q5JTY2;A0A087WTC0;Q5RIB5;H0Y857	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	COBW domain-containing protein 5;COBW domain-containing protein 3;COBW domain-containing protein 6;COBW domain-containing protein 2;COBW domain-containing protein 1	CBWD2;CBWD5;CBWD7;CBWD3;CBWD1;CBWD6	32	2	2	2
A0A087WWH3;Q9NZM4-2;Q9NZM4	A0A087WWH3;Q9NZM4-2;Q9NZM4	1;1;1	1;1;1	1;1;1	Glioma tumor suppressor candidate region gene 1 protein	GLTSCR1	3	1	1	1
A0A2R8Y7T6;A0A087WWK8;A0A3B3IRZ4;Q6DN90;A0A2R8Y695;A0A3B3IU98;A0A0C4DGT3;Q6DN90-2	A0A2R8Y7T6;A0A087WWK8;A0A3B3IRZ4;Q6DN90;A0A2R8Y695;A0A3B3IU98;A0A0C4DGT3;Q6DN90-2	4;4;4;4;3;3;3;3	4;4;4;4;3;3;3;3	4;4;4;4;3;3;3;3	IQ motif and SEC7 domain-containing protein 1	IQSEC1	8	4	4	4
Q9P2T1-2;Q9P2T1;F8WAN9;Q9P2T1-3;H0YNJ6;A0A087WWM4;H0YLV5;H0YMB3;H0YLB8;H0YNS9;H0YK13;H0YK71;H0YN22;H0YMW6;H0YNH0;H0YN74;H0YMR9;H0YMV5;H0YKK3;H0YMG3;A0A0B4J281;P36959;H0YKE1	Q9P2T1-2;Q9P2T1;F8WAN9;Q9P2T1-3;H0YNJ6;A0A087WWM4;H0YLV5;H0YMB3;H0YLB8;H0YNS9;H0YK13	10;10;10;10;10;10;10;10;5;5;5;4;4;3;2;1;1;1;1;1;1;1;1	10;10;10;10;10;10;10;10;5;5;5;4;4;3;2;1;1;1;1;1;1;1;1	10;10;10;10;10;10;10;10;5;5;5;4;4;3;2;1;1;1;1;1;1;1;1	GMP reductase 2;GMP reductase	GMPR2	23	10	10	10
A0A087WWP4;Q96T37-4;Q96T37-2;Q96T37-3;Q96T37	A0A087WWP4;Q96T37-4;Q96T37-2;Q96T37-3;Q96T37	4;4;4;4;4	4;4;4;4;4	4;4;4;4;4	Putative RNA-binding protein 15	RBM15	5	4	4	4
A0A0C4DGT8;A0A087WWP8;Q5VWQ0;A0A0C4DH79;Q5VWQ0-4	A0A0C4DGT8;A0A087WWP8;Q5VWQ0	5;5;5;1;1	4;4;4;1;1	4;4;4;1;1	Round spermatid basic protein 1	RSBN1	5	5	4	4
A0A087WWS1;Q96FV9;R4GMN4;R4GN58;A0A087WY84;Q96FV9-2	A0A087WWS1;Q96FV9;R4GMN4	6;6;3;1;1;1	6;6;3;1;1;1	6;6;3;1;1;1	THO complex subunit 1	THOC1	6	6	6	6
A0A087WWU1;Q96Q45-2;Q96Q45;Q96Q45-5;Q96Q45-3;F2Z329	A0A087WWU1;Q96Q45-2;Q96Q45;Q96Q45-5;Q96Q45-3;F2Z329	3;3;3;3;3;2	3;3;3;3;3;2	3;3;3;3;3;2	Transmembrane protein 237	TMEM237	6	3	3	3
H0Y731;A0A087WX35;Q8N5Z5-2;Q8N5Z5;H7C323	H0Y731;A0A087WX35;Q8N5Z5-2;Q8N5Z5;H7C323	2;2;2;2;1	2;2;2;2;1	2;2;2;2;1	BTB/POZ domain-containing protein KCTD17	KCTD17	5	2	2	2
A0A087WXC5;E7ESZ7;O95299;O95299-2;Q8N1B9;C9J6X0;H7C2W5;H7C1Y7;H7C2X4	A0A087WXC5;E7ESZ7;O95299;O95299-2	11;11;11;10;5;5;4;4;4	11;11;11;10;5;5;4;4;4	11;11;11;10;5;5;4;4;4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	NDUFA10	9	11	11	11
A0A087WXU5;A0A087WYV3;A0A0D9SEW3;A0A087WXF8;Q9NP64-2;Q9NP64-3;Q9NP64	A0A087WXU5;A0A087WYV3;A0A0D9SEW3;A0A087WXF8;Q9NP64-2;Q9NP64-3;Q9NP64	2;2;2;2;2;2;2	2;2;2;2;2;2;2	2;2;2;2;2;2;2	Nucleolar protein of 40 kDa	ZCCHC17	7	2	2	2
A0A087WXL6;Q9H270;B7Z879;A0A0G2JS92;A0A087X2J4	A0A087WXL6;Q9H270;B7Z879	12;11;10;4;3	12;11;10;4;3	12;11;10;4;3	Vacuolar protein sorting-associated protein 11 homolog	VPS11	5	12	12	12
A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96;A0A087WY81;J3KSJ0	A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;P18621-3;J3QLC8;A0A0A0MRF8;P18621-2;J3KRB3;A0A087WWH0;J3QS96	16;16;16;16;16;16;14;14;14;12;12;12;7;3	16;16;16;16;16;16;14;14;14;12;12;12;7;3	16;16;16;16;16;16;14;14;14;12;12;12;7;3	60S ribosomal protein L17	RPL17;RPL17-C18orf32	14	16	16	16
A0A087WXP9;Q8IY47	A0A087WXP9;Q8IY47	1;1	1;1	1;1	Kelch repeat and BTB domain-containing protein 2	KBTBD2	2	1	1	1
Q5SZ82;A0A087WXU0;A0A2R8Y4J4;Q9NWS8;A0A2R8Y4P5;A0A2R8YFC3;Q9NWS8-2	Q5SZ82;A0A087WXU0;A0A2R8Y4J4;Q9NWS8;A0A2R8Y4P5;A0A2R8YFC3;Q9NWS8-2	2;2;2;2;1;1;1	2;2;2;2;1;1;1	2;2;2;2;1;1;1	Required for meiotic nuclear division protein 1 homolog	RMND1	7	2	2	2
H7BXI1;A0A087WXU3;A0FGR8-2;A0FGR8;A0FGR8-6;A0FGR8-4;A0FGR8-5	H7BXI1;A0A087WXU3;A0FGR8-2;A0FGR8;A0FGR8-6;A0FGR8-4	15;15;15;15;15;9;6	15;15;15;15;15;9;6	15;15;15;15;15;9;6	Extended synaptotagmin-2	ESYT2	7	15	15	15
A0A087WXX9;P54646	A0A087WXX9;P54646	12;12	12;12	9;9	5-AMP-activated protein kinase catalytic subunit alpha-2	PRKAA2	2	12	12	9
A0A087WY00;G3V394;F8WE88;F8W6H6;Q9Y4I1-2;Q9Y4I1;Q9Y4I1-3;Q9UES5;O95317;E7ERV5;Q9ULV0	A0A087WY00;G3V394;F8WE88;F8W6H6;Q9Y4I1-2;Q9Y4I1;Q9Y4I1-3	4;4;4;4;4;4;4;1;1;1;1	4;4;4;4;4;4;4;1;1;1;1	3;3;3;3;3;3;3;1;1;1;0	Unconventional myosin-Va	MYO5A	11	4	4	3
A0A087WY55;Q9NP79;Q5TGM0;Q9NP79-2	A0A087WY55;Q9NP79	9;9;4;4	9;9;4;4	9;9;4;4	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1	4	9	9	9
A0A087X030;A0A087WY58;P51956;P51956-2	A0A087X030;A0A087WY58;P51956;P51956-2	2;2;2;1	2;2;2;1	2;2;2;1	Serine/threonine-protein kinase Nek3	NEK3	4	2	2	2
A0A087WY71;E9PFW3;Q96CW1-2;Q96CW1;C9JJ47;C9JTK4;C9JGT8;C9JJD3;H7C4C3;C9JPV8	A0A087WY71;E9PFW3;Q96CW1-2;Q96CW1;C9JJ47	18;18;18;18;9;5;5;4;4;4	18;18;18;18;9;5;5;4;4;4	18;18;18;18;9;5;5;4;4;4	AP-2 complex subunit mu	AP2M1	10	18	18	18
A0A087WY82;Q9Y624;Q9Y624-2	A0A087WY82;Q9Y624;Q9Y624-2	6;6;3	6;6;3	6;6;3	Junctional adhesion molecule A	F11R	3	6	6	6
A0A087WYF7;Q6UXV4;A0A087WUX8	A0A087WYF7;Q6UXV4;A0A087WUX8	11;10;7	11;10;7	11;10;7	MICOS complex subunit MIC27	APOOL	3	11	11	11
A0A087WYH0;J3KRC8;Q96N06;Q96N06-2;J3KS58	A0A087WYH0;J3KRC8;Q96N06;Q96N06-2;J3KS58	2;2;2;2;1	2;2;2;2;1	2;2;2;2;1	Spermatogenesis-associated protein 33	SPATA33	5	2	2	2
A0A087WYK2;Q9BYP7-3;Q9BYP7-4;Q9BYP7-2;Q9BYP7	A0A087WYK2;Q9BYP7-3;Q9BYP7-4;Q9BYP7-2;Q9BYP7	7;7;7;7;7	3;3;3;3;3	3;3;3;3;3	Serine/threonine-protein kinase WNK3	WNK3	5	7	3	3
A0A087WYN9;Q7Z478	A0A087WYN9;Q7Z478	16;16	15;15	15;15	ATP-dependent RNA helicase DHX29	DHX29	2	16	15	15
Q8IZQ5;A0A087WYP2;H0YE28	Q8IZQ5;A0A087WYP2;H0YE28	2;2;1	2;2;1	2;2;1	Selenoprotein H	SELH;C11orf31	3	2	2	2
A0A087WYT3;Q15185-4;Q15185;Q15185-3;B4DDC6;Q15185-2	A0A087WYT3;Q15185-4;Q15185;Q15185-3;B4DDC6	13;13;13;9;7;4	13;13;13;9;7;4	13;13;13;9;7;4	Prostaglandin E synthase 3	PTGES3	6	13	13	13
A0A087WYV8;P35556;E9PHW4;F6U495;D6RJI3;P35556-2;P35555	A0A087WYV8;P35556	5;5;2;1;1;1;1	5;5;2;1;1;1;1	5;5;2;1;1;1;1	Fibrillin-2	FBN2	7	5	5	5
A0A087WZ13;E9PAU2;Q8IY67-2;Q8IY67;K7EKR9;Q8IY67-3	A0A087WZ13;E9PAU2;Q8IY67-2;Q8IY67	13;13;11;10;2;2	13;13;11;10;2;2	13;13;11;10;2;2	Ribonucleoprotein PTB-binding 1	RAVER1	6	13	13	13
A0A087WZ62;Q9H6U8;Q9H6U8-3;H0YCW6;Q9H6U8-2;Q9H6U8-4;A0A087WTZ3;A0A087WVC0;A0A087WZY8;A0A087WX16;A0A087WV58	A0A087WZ62;Q9H6U8;Q9H6U8-3;H0YCW6;Q9H6U8-2;Q9H6U8-4	5;5;5;3;3;3;2;2;2;1;1	5;5;5;3;3;3;2;2;2;1;1	5;5;5;3;3;3;2;2;2;1;1	Alpha-1,2-mannosyltransferase ALG9	ALG9	11	5	5	5
A0A087WZN1;O43837;A0A087X2E5;O43837-2;O43837-3;A0A0D9SG66	A0A087WZN1;O43837;A0A087X2E5;O43837-2	20;20;18;18;7;5	20;20;18;18;7;5	20;20;18;18;7;5	Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial	IDH3B	6	20	20	20
A0A087WZQ7;Q9H115-3;Q9H115-2;Q9H115	A0A087WZQ7;Q9H115-3;Q9H115-2;Q9H115	4;4;4;4	1;1;1;1	1;1;1;1	Beta-soluble NSF attachment protein	NAPB	4	4	1	1
A0A087WZT0;M0QZ22;Q5PRF9;M0R0X3;M0QXV2;M0QY61;Q9UPU9-3;Q9UPU9	A0A087WZT0;M0QZ22;Q5PRF9	8;8;8;3;2;2;1;1	8;8;8;3;2;2;1;1	8;8;8;3;2;2;1;1	Protein Smaug homolog 2	SAMD4B	8	8	8	8
E5RGN0;A0A087WZU2;Q00536;Q00536-3;Q00536-2;H0YAZ9;E7EUK8;O94921-3;O94921-2;O94921;Q07002;Q07002-3;D6RA44;A0A0A0MSJ6	E5RGN0;A0A087WZU2;Q00536;Q00536-3;Q00536-2;H0YAZ9;E7EUK8;O94921-3;O94921-2;O94921;Q07002;Q07002-3	3;3;3;3;3;2;2;2;2;2;2;2;1;1	2;2;2;2;2;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;0;0;0;0	Cyclin-dependent kinase 16;Cyclin-dependent kinase 14;Cyclin-dependent kinase 18	CDK16;CDK14;CDK18	14	3	2	1
O43657;A0A087WZU5;A0A087WYV6	O43657;A0A087WZU5;A0A087WYV6	8;8;7	8;8;7	8;8;7	Tetraspanin-6	TSPAN6	3	8	8	8
A0A087WZV0;O43314-2;O43314;D6RBU4;D6RFG4;H0Y9M0	A0A087WZV0;O43314-2;O43314	9;9;9;3;1;1	9;9;9;3;1;1	5;5;5;3;1;1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	PPIP5K2	6	9	9	5
J3KPF9;A0A087X011;E9PES4;Q9Y496;H7C2F6	J3KPF9;A0A087X011;E9PES4;Q9Y496	10;10;10;10;4	9;9;9;9;4	8;8;8;8;4	Kinesin-like protein;Kinesin-like protein KIF3A	KIF3A	5	10	9	8
G3V2W9;A0A087X060;Q56P03	G3V2W9;A0A087X060;Q56P03	3;3;3	3;3;3	3;3;3	E2F-associated phosphoprotein	EAPP	3	3	3	3
P09668;A0A087X0D5;E9PKT6	P09668;A0A087X0D5;E9PKT6	4;4;2	4;4;2	4;4;2	Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain	CTSH	3	4	4	4
B4DIB3;A0A087X0I6;Q9P0L2;Q9P0L2-3;Q9P0L2-2	B4DIB3;A0A087X0I6;Q9P0L2;Q9P0L2-3;Q9P0L2-2	6;6;6;5;4	2;2;2;2;2	2;2;2;2;2	Serine/threonine-protein kinase MARK1	MARK1	5	6	2	2
A0A087X0K9;G5E9E7;G3V1L9;Q07157-2;Q07157;H0Y3R8	A0A087X0K9;G5E9E7;G3V1L9;Q07157-2;Q07157	5;5;5;5;5;1	5;5;5;5;5;1	5;5;5;5;5;1	Tight junction protein ZO-1	TJP1	6	5	5	5
A0A087X0M4;Q9BWU0;A0A087WWF4;H7C256	A0A087X0M4;Q9BWU0	32;31;10;7	32;31;10;7	32;31;10;7	Kanadaptin	SLC4A1AP	4	32	32	32
A0A087X0P0;Q02224-3;Q02224-2;Q02224;D6RBW0	A0A087X0P0;Q02224-3;Q02224-2;Q02224	16;16;16;16;5	16;16;16;16;5	16;16;16;16;5	Kinesin-like protein;Centromere-associated protein E	CENPE	5	16	16	16
A0A087X0Q1;Q7Z739;A0A024R7W5;A0A087WY31;A0A087X0C3;S4R373	A0A087X0Q1;Q7Z739;A0A024R7W5;A0A087WY31	14;14;13;13;1;1	11;11;10;10;1;1	9;9;8;8;1;1	YTH domain-containing family protein 3	YTHDF3	6	14	11	9
A0A087X0Q9;Q9BVL4	A0A087X0Q9;Q9BVL4	8;8	8;8	8;8	Selenoprotein O	SELO	2	8	8	8
O15550;A0A087X0R0;F5H6S1;F8W8R6;F5H5V6;H0Y6I7;H0Y5J3;O14607-3;O14607;F5H8B4;A0A087X248;O14607-5;A0A096LPD8;F5H3N7;A0A087X2I9;O14607-2;F5GWV3;A0A087X0Y2;O14607-4;H7C1F1;A0A087WUN6	O15550;A0A087X0R0;F5H6S1;F8W8R6;F5H5V6;H0Y6I7;H0Y5J3	6;6;5;5;5;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1	6;6;5;5;5;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1	6;6;5;5;5;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1	Lysine-specific demethylase 6A	KDM6A	21	6	6	6
A0A087X0R6;Q9UMY4-2;Q9UMY4;Q9UMY4-3	A0A087X0R6;Q9UMY4-2;Q9UMY4;Q9UMY4-3	16;16;16;14	16;16;16;14	14;14;14;13	Sorting nexin-12	SNX12	4	16	16	14
A0A087X0S5;P12109	A0A087X0S5;P12109	13;13	13;13	13;13	Collagen alpha-1(VI) chain	COL6A1	2	13	13	13
A0A087X0W7;A0A087WT95;P49753;P49753-2	A0A087X0W7;A0A087WT95;P49753;P49753-2	19;18;18;10	1;1;1;1	1;1;1;1	Acyl-coenzyme A thioesterase 2, mitochondrial	ACOT2	4	19	1	1
Q04206;Q04206-4;A0A087X0W8;E9PKH5;Q2TAM5;Q04206-3;Q04206-2;A0A087WVP0;E9PKV4;E9PQS6;E9PI38;E9PMD5;E9PNV4;E9PRX2;E9PJR1;H0YCB4;E9PN69;E9PNK5;E9PM47	Q04206;Q04206-4;A0A087X0W8;E9PKH5;Q2TAM5;Q04206-3;Q04206-2;A0A087WVP0;E9PKV4	15;15;15;15;15;14;14;9;9;7;7;5;3;3;2;1;1;1;1	15;15;15;15;15;14;14;9;9;7;7;5;3;3;2;1;1;1;1	15;15;15;15;15;14;14;9;9;7;7;5;3;3;2;1;1;1;1	Transcription factor p65	RELA	19	15	15	15
A0A087X0Z7;H0YJ66;Q9Y394-2;Q9Y394;H0YJE4;H0YJR8	A0A087X0Z7;H0YJ66;Q9Y394-2;Q9Y394;H0YJE4	11;11;11;11;6;5	11;11;11;11;6;5	11;11;11;11;6;5	Dehydrogenase/reductase SDR family member 7	DHRS7	6	11	11	11
A0A0G2JN29;A0A087X117;Q15155;A0A0G2JP90;A0A087WW46;H3BUC9;I3L0Q6;H3BTW1;H3BPS9	A0A0G2JN29;A0A087X117;Q15155;A0A0G2JP90;A0A087WW46	36;36;36;31;31;4;3;3;3	1;1;1;1;1;1;0;0;0	1;1;1;1;1;1;0;0;0	Nodal modulator 1	NOMO1	9	36	1	1
E7EWM3;A0A087X127;Q8NF64-3;Q8NF64-2;Q8NF64	E7EWM3;A0A087X127;Q8NF64-3;Q8NF64-2;Q8NF64	7;7;7;7;7	7;7;7;7;7	5;5;5;5;5	Zinc finger MIZ domain-containing protein 2	ZMIZ2	5	7	7	5
A0A087X1E4;P53365;P53365-3;P53365-2;E9PRV8;E9PPY7	A0A087X1E4;P53365;P53365-3;P53365-2	15;15;14;12;6;3	15;15;14;12;6;3	15;15;14;12;6;3	Arfaptin-2	ARFIP2	6	15	15	15
A0A087X1G7;O60613;A0A087WXL0;A0A3B3IT39;A0A0J9YX89;A0A0B4J1T0;A8MZD0;O60613-2	A0A087X1G7;O60613;A0A087WXL0;A0A3B3IT39	6;5;3;3;2;2;2;2	6;5;3;3;2;2;2;2	6;5;3;3;2;2;2;2	15 kDa selenoprotein	SEP15	8	6	6	6
A0A087X1N3;O75818-2;O75818;F8WC38;X6RLL4	A0A087X1N3;O75818-2;O75818;F8WC38;X6RLL4	4;4;4;3;2	4;4;4;3;2	4;4;4;3;2	Ribonuclease P protein subunit p40	RPP40	5	4	4	4
A0A087X1N7;P20929-4;P20929;P20929-3;P20929-2;H0Y786;H7C2B3;H7C2Z5;H0Y3P5	A0A087X1N7;P20929-4;P20929;P20929-3;P20929-2;H0Y786	4;4;4;4;4;2;1;1;1	4;4;4;4;4;2;1;1;1	4;4;4;4;4;2;1;1;1	Nebulin	NEB	9	4	4	4
C9IYE1;A0A087X1P3;Q86UW7-3;Q86UW7-2;Q86UW7;F8W8P5	C9IYE1;A0A087X1P3;Q86UW7-3;Q86UW7-2;Q86UW7;F8W8P5	2;2;2;2;2;1	2;2;2;2;2;1	2;2;2;2;2;1	Calcium-dependent secretion activator 2	CADPS2	6	2	2	2
A0A087X1S3	A0A087X1S3	9	2	2	NA	HUWE1	1	9	2	2
A0A087X1W8;A0A0A0MTJ8;X5DQS5;Q9BY67-5;Q9BY67;Q9BY67-4;Q9BY67-3;A0A087X0T8;Q9BY67-2;F5H125;H0YG94;F5H8J9	A0A087X1W8;A0A0A0MTJ8;X5DQS5;Q9BY67-5;Q9BY67;Q9BY67-4;Q9BY67-3;A0A087X0T8;Q9BY67-2	8;8;8;8;8;8;8;5;5;2;2;1	8;8;8;8;8;8;8;5;5;2;2;1	8;8;8;8;8;8;8;5;5;2;2;1	Cell adhesion molecule 1	CADM1	12	8	8	8
A0A0G2JQX1;A0A0G2JPW5;A0A0G2JSA7;A0A087X1Z1;Q96RT8-2;Q96RT8	A0A0G2JQX1;A0A0G2JPW5;A0A0G2JSA7;A0A087X1Z1;Q96RT8-2;Q96RT8	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Gamma-tubulin complex component 5	TUBGCP5	6	1	1	1
A0A087X1Z3;Q9UL46;H0YM70;H0YKU2	A0A087X1Z3;Q9UL46;H0YM70	12;12;11;2	12;12;11;2	12;12;11;2	Proteasome activator complex subunit 2	PSME2	4	12	12	12
A0A087X211;Q8TCG1;Q8TCG1-2;F8WAX6;F8WF26	A0A087X211;Q8TCG1;Q8TCG1-2	24;24;20;4;2	24;24;20;4;2	24;24;20;4;2	Protein CIP2A	KIAA1524	5	24	24	24
A0A087X256;Q2M389;Q2M389-2;F8VYH7;F8W1W1	A0A087X256;Q2M389;Q2M389-2	20;20;12;4;2	20;20;12;4;2	20;20;12;4;2	WASH complex subunit 7	KIAA1033	5	20	20	20
J3QRH2;A0A087X2B4;J3QR43;J3QRC6;Q8IY31-4;Q8IY31;Q8IY31-3;Q8IY31-2	J3QRH2;A0A087X2B4;J3QR43;J3QRC6;Q8IY31-4;Q8IY31;Q8IY31-3;Q8IY31-2	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	Intraflagellar transport protein 20 homolog	IFT20	8	1	1	1
A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62	A0A087X2D5;Q9BRJ2;A0A0G2JMS5;A0A087WU62	9;9;7;7	9;9;7;7	9;9;7;7	39S ribosomal protein L45, mitochondrial	MRPL45	4	9	9	9
A0A087X2H1;G3V4V5;H0YJD4;A0A087WVU6;H0YJ72;H0YJV8	A0A087X2H1	71;30;26;7;1;1	71;30;26;7;1;1	1;0;1;0;0;0	NA	HECTD1	6	71	71	1
A0A087X2I1;P62333;H0YJC0;H0YJS8;H0YJX2;H0YJT1;H0YJE9	A0A087X2I1;P62333;H0YJC0	25;25;13;9;5;3;2	25;25;13;9;5;3;2	25;25;13;9;5;3;2	26S protease regulatory subunit 10B	PSMC6	7	25	25	25
A0A088AWN3;A0A0A0MSY4;Q9BZ29-3;Q9BZ29-5;Q9BZ29;Q9BZ29-4;A0A0D9SFH5;A0A0A0MT38;Q6ZSL5;Q9BZ29-6;H0Y3S1	A0A088AWN3;A0A0A0MSY4;Q9BZ29-3;Q9BZ29-5;Q9BZ29;Q9BZ29-4;A0A0D9SFH5;A0A0A0MT38;Q6ZSL5;Q9BZ29-6	5;5;5;5;5;5;3;3;3;3;2	3;3;3;3;3;3;2;2;2;2;1	3;3;3;3;3;3;2;2;2;2;1	Dedicator of cytokinesis protein 9	DOCK9	11	5	3	3
E7EP87;A0A088AWN8;Q9UHQ1;Q9UHQ1-2;Q9UHQ1-4;Q9UHQ1-3;J3KTP5;J3KRH7;J3KS48;J3KT43;E9PH27;J3QL28;J3QSD9;J3QRB0;J3KTG5	E7EP87;A0A088AWN8;Q9UHQ1;Q9UHQ1-2;Q9UHQ1-4;Q9UHQ1-3	5;5;5;5;4;4;2;2;2;2;2;1;1;1;1	5;5;5;5;4;4;2;2;2;2;2;1;1;1;1	4;4;4;4;3;3;2;2;2;2;2;1;1;1;1	Nuclear prelamin A recognition factor	NARF	15	5	5	4
A0A096LNH6;Q14185;Q9H7D0	A0A096LNH6;Q14185	5;5;1	5;5;1	5;5;1	Dedicator of cytokinesis protein 1	DOCK1	3	5	5	5
A0A096LNX8;Q96GP6-2;Q96GP6	A0A096LNX8;Q96GP6-2;Q96GP6	3;3;3	3;3;3	3;3;3	Scavenger receptor class F member 2	SCARF2	3	3	3	3
Q6ZSR9;A0A096LP25;A0A096LNZ0	Q6ZSR9;A0A096LP25;A0A096LNZ0	8;8;4	8;8;4	8;8;4	Uncharacterized protein FLJ45252	AAK1	3	8	8	8
A0A096LPC5;Q9Y4E1-6;Q9Y4E1;J3KP36;A0A0A0MR88;Q9Y4E1-3;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1-5;A0A0A0MT65;Q5SRD0;B1AP61	A0A096LPC5;Q9Y4E1-6;Q9Y4E1;J3KP36;A0A0A0MR88;Q9Y4E1-3;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1-5	38;38;38;37;37;37;37;37;35;9;8;6	8;8;8;8;7;8;8;8;8;0;4;0	8;8;8;8;7;8;8;8;8;0;4;0	WASH complex subunit FAM21C	FAM21C	12	38	8	8
A0A0A0MQR2;Q9BY42;A2A2L5;A2A2L6	A0A0A0MQR2;Q9BY42;A2A2L5;A2A2L6	6;6;5;4	6;6;5;4	6;6;5;4	Protein RTF2 homolog	RTFDC1	4	6	6	6
A0A0A0MQR4;I3L2J0;Q96RK0	A0A0A0MQR4;I3L2J0;Q96RK0	1;1;1	1;1;1	1;1;1	Protein capicua homolog	CIC	3	1	1	1
A0A0A0MQS1;Q53H96;Q53H96-2;B5MD87;F8WEI0	A0A0A0MQS1;Q53H96;Q53H96-2	10;10;9;4;2	10;10;9;4;2	10;10;9;4;2	Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase 3	PYCRL	5	10	10	10
U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0;K7EML4;A0A087X237;K7EKX5	U3KQC1;A0A0A0MQU0;Q9BV38;K7EIR0	11;11;11;8;4;2;2	11;11;11;8;4;2;2	11;11;11;8;4;2;2	WD repeat-containing protein 18	WDR18	7	11	11	11
A0A0A0MQU4;Q96I15;H7C3V9;Q96I15-2;H7C277;H7C1N7;H7C1S7;C9JNL5;H7C4A1;H7C280;F8WCL3;F8WBU3;H7C2M1	A0A0A0MQU4;Q96I15;H7C3V9;Q96I15-2;H7C277	14;14;9;9;8;4;4;4;4;2;1;1;1	14;14;9;9;8;4;4;4;4;2;1;1;1	14;14;9;9;8;4;4;4;4;2;1;1;1	Selenocysteine lyase	SCLY	13	14	14	14
A0A0A0MQW0;A0A0A0MR39;Q9P2K5-2;Q9P2K5;H0YKS1;A0A087WWC8;A0A0C4DGV1;H0YN19;A0A087WUT0;Q9P2K5-4;Q9P2K5-3	A0A0A0MQW0;A0A0A0MR39;Q9P2K5-2;Q9P2K5;H0YKS1;A0A087WWC8;A0A0C4DGV1;H0YN19;A0A087WUT0;Q9P2K5-4;Q9P2K5-3	2;2;2;2;1;1;1;1;1;1;1	2;2;2;2;1;1;1;1;1;1;1	2;2;2;2;1;1;1;1;1;1;1	Myelin expression factor 2	MYEF2	11	2	2	2
